time	V(a1)	V(a2)	V(a3)	V(a4)	V(v1)	V(v2)	V(vout)	V(vouts)	V(vouts2)
0.000000000000000e+000	9.500000e-003	1.197000e-002	9.500000e-003	7.030000e-003	-3.900000e+000	-2.941647e-012	-4.904238e+000	-4.746227e+000	-4.904365e+000
1.999999943436137e-009	9.500000e-003	1.197000e-002	9.500000e-003	7.030000e-003	-3.900000e+000	-1.661428e-010	-4.904238e+000	-4.746227e+000	-4.904365e+000
7.999999773744548e-009	9.500000e-003	1.197000e-002	9.500000e-003	7.030000e-003	-3.900000e+000	-6.557415e-010	-4.904238e+000	-4.746227e+000	-4.904365e+000
1.599999954748910e-008	9.500000e-003	1.197000e-002	9.500000e-003	7.030000e-003	-3.900000e+000	-1.308537e-009	-4.904238e+000	-4.746227e+000	-4.904365e+000
3.142857053971073e-007	9.500000e-003	1.197000e-002	9.500000e-003	7.030000e-003	-3.900000e+000	-2.564857e-008	-4.904238e+000	-4.746227e+000	-4.904365e+000
6.125714112467256e-007	9.500000e-003	1.197000e-002	9.500000e-003	7.030000e-003	-3.900000e+000	-4.998860e-008	-4.904238e+000	-4.746227e+000	-4.904365e+000
9.108571170963439e-007	9.500000e-003	1.197000e-002	9.500000e-003	7.030000e-003	-3.900000e+000	-7.432864e-008	-4.904238e+000	-4.746227e+000	-4.904365e+000
1.209142822945962e-006	9.500000e-003	1.197000e-002	9.500000e-003	7.029999e-003	-3.900000e+000	-9.866867e-008	-4.904238e+000	-4.746227e+000	-4.904365e+000
1.507428528795580e-006	9.500000e-003	1.197000e-002	9.500000e-003	7.029999e-003	-3.900000e+000	-1.230087e-007	-4.904238e+000	-4.746227e+000	-4.904365e+000
1.805714234645199e-006	9.500000e-003	1.197000e-002	9.500000e-003	7.029999e-003	-3.900000e+000	-1.473487e-007	-4.904238e+000	-4.746227e+000	-4.904365e+000
2.103999940494816e-006	9.500000e-003	1.197000e-002	9.500000e-003	7.030000e-003	-3.900000e+000	-1.716888e-007	-4.904238e+000	-4.746227e+000	-4.904365e+000
3.415542874830421e-002	9.492085e-003	1.196032e-002	9.488555e-003	7.020320e-003	-3.903977e+000	-2.789647e-003	-4.904238e+000	-4.747672e+000	-4.905858e+000
6.830875349666792e-002	9.484205e-003	1.195067e-002	9.477145e-003	7.010677e-003	-3.907945e+000	-5.584808e-003	-4.904238e+000	-4.749100e+000	-4.907333e+000
1.024620782450316e-001	9.476360e-003	1.194106e-002	9.465770e-003	7.001070e-003	-3.911905e+000	-8.385657e-003	-4.904238e+000	-4.750510e+000	-4.908791e+000
1.366154029933953e-001	9.468550e-003	1.193148e-002	9.454430e-003	6.991500e-003	-3.915857e+000	-1.119219e-002	-4.904238e+000	-4.751904e+000	-4.910231e+000
1.707687277417591e-001	9.460774e-003	1.192193e-002	9.443124e-003	6.981965e-003	-3.919800e+000	-1.400441e-002	-4.904238e+000	-4.753280e+000	-4.911653e+000
2.049220524901227e-001	9.453034e-003	1.191242e-002	9.431854e-003	6.972467e-003	-3.923735e+000	-1.682232e-002	-4.904238e+000	-4.754639e+000	-4.913057e+000
2.390753772384864e-001	9.445329e-003	1.190294e-002	9.420618e-003	6.963004e-003	-3.927662e+000	-1.964592e-002	-4.904238e+000	-4.755981e+000	-4.914444e+000
2.870102787399376e-001	9.434604e-003	1.188973e-002	9.404939e-003	6.949816e-003	-3.933146e+000	-2.361887e-002	-4.904238e+000	-4.757822e+000	-4.916346e+000
3.349451802413889e-001	9.424107e-003	1.187674e-002	9.389488e-003	6.936858e-003	-3.938545e+000	-2.760166e-002	-4.904238e+000	-4.759545e+000	-4.918127e+000
3.828800817428401e-001	9.413839e-003	1.186397e-002	9.374265e-003	6.924131e-003	-3.943858e+000	-3.159427e-002	-4.904238e+000	-4.761152e+000	-4.919787e+000
4.308149832442914e-001	9.403799e-003	1.185143e-002	9.359271e-003	6.911636e-003	-3.949085e+000	-3.559671e-002	-4.904238e+000	-4.762642e+000	-4.921326e+000
4.787498847457425e-001	9.393988e-003	1.183912e-002	9.344506e-003	6.899371e-003	-3.954225e+000	-3.960897e-002	-4.904238e+000	-4.764016e+000	-4.922745e+000
5.266847862471937e-001	9.384406e-003	1.182704e-002	9.329969e-003	6.887338e-003	-3.959280e+000	-4.363107e-002	-4.904238e+000	-4.765272e+000	-4.924043e+000
5.746196877486449e-001	9.375052e-003	1.181518e-002	9.315661e-003	6.875535e-003	-3.964249e+000	-4.766299e-002	-4.904238e+000	-4.766412e+000	-4.925220e+000
6.315423832816183e-001	9.364343e-003	1.180149e-002	9.299069e-003	6.861922e-003	-3.969993e+000	-5.246303e-002	-4.904238e+000	-4.767561e+000	-4.926410e+000
6.884650788145916e-001	9.354207e-003	1.178837e-002	9.283051e-003	6.848885e-003	-3.975498e+000	-5.727143e-002	-4.904239e+000	-4.768410e+000	-4.927288e+000
7.453877743475650e-001	9.344645e-003	1.177583e-002	9.267606e-003	6.836426e-003	-3.980766e+000	-6.208820e-002	-4.904239e+000	-4.768958e+000	-4.927854e+000
8.023104698805383e-001	9.335657e-003	1.176385e-002	9.252734e-003	6.824544e-003	-3.985795e+000	-6.691332e-002	-4.904239e+000	-4.769206e+000	-4.928109e+000
8.592331654135117e-001	9.327242e-003	1.175244e-002	9.238437e-003	6.813238e-003	-3.990586e+000	-7.174681e-002	-4.904240e+000	-4.769155e+000	-4.928052e+000
9.161558609464849e-001	9.319400e-003	1.174160e-002	9.224712e-003	6.802510e-003	-3.995138e+000	-7.658866e-002	-4.904240e+000	-4.768803e+000	-4.927683e+000
9.730785564794582e-001	9.312131e-003	1.173133e-002	9.211562e-003	6.792359e-003	-3.999453e+000	-8.143888e-002	-4.904240e+000	-4.768151e+000	-4.927003e+000
1.031798810818736e+000	9.305439e-003	1.172154e-002	9.198801e-003	6.782696e-003	-4.003554e+000	-8.644313e-002	-4.904241e+000	-4.767052e+000	-4.925867e+000
1.073741849632506e+000	9.301121e-003	1.171501e-002	9.190150e-003	6.776259e-003	-4.006282e+000	-9.001712e-002	-4.904241e+000	-4.766024e+000	-4.924817e+000
1.132462103971784e+000	9.295747e-003	1.170653e-002	9.178706e-003	6.767920e-003	-4.009816e+000	-9.502586e-002	-4.904242e+000	-4.764229e+000	-4.922962e+000
1.191182358311061e+000	9.291177e-003	1.169886e-002	9.168069e-003	6.760390e-003	-4.013000e+000	-1.000349e-001	-4.904242e+000	-4.762008e+000	-4.920667e+000
1.249902612650339e+000	9.287434e-003	1.169200e-002	9.158259e-003	6.753691e-003	-4.015824e+000	-1.050442e-001	-4.904243e+000	-4.759347e+000	-4.917918e+000
1.308622866989617e+000	9.284540e-003	1.168599e-002	9.149298e-003	6.747845e-003	-4.018273e+000	-1.100474e-001	-4.904243e+000	-4.756240e+000	-4.914707e+000
1.325400082515125e+000	9.283871e-003	1.168443e-002	9.146896e-003	6.746334e-003	-4.018905e+000	-1.114770e-001	-4.904243e+000	-4.755267e+000	-4.913687e+000
1.358954513566141e+000	9.282749e-003	1.168153e-002	9.142307e-003	6.743526e-003	-4.020072e+000	-1.143336e-001	-4.904243e+000	-4.753210e+000	-4.911502e+000
1.426063375668172e+000	9.281368e-003	1.167658e-002	9.133993e-003	6.738780e-003	-4.022023e+000	-1.200386e-001	-4.904244e+000	-4.748641e+000	-4.906821e+000
1.442840591193680e+000	9.281205e-003	1.167552e-002	9.132096e-003	6.737776e-003	-4.022430e+000	-1.214641e-001	-4.904244e+000	-4.747406e+000	-4.905561e+000
1.476395022244696e+000	9.281099e-003	1.167363e-002	9.128523e-003	6.735989e-003	-4.023149e+000	-1.243131e-001	-4.904244e+000	-4.744807e+000	-4.902819e+000
1.543503884346728e+000	9.281773e-003	1.167073e-002	9.122265e-003	6.733307e-003	-4.024190e+000	-1.299985e-001	-4.904245e+000	-4.739154e+000	-4.896798e+000
1.650449783516713e+000	9.285313e-003	1.166856e-002	9.114757e-003	6.731508e-003	-4.024758e+000	-1.390277e-001	-4.904246e+000	-4.728847e+000	-4.885983e+000
1.760638755005053e+000	9.292144e-003	1.166950e-002	9.110207e-003	6.732852e-003	-4.023927e+000	-1.483016e-001	-4.904247e+000	-4.716565e+000	-4.873632e+000
1.780509660454151e+000	9.293720e-003	1.167001e-002	9.109730e-003	6.733439e-003	-4.023623e+000	-1.499676e-001	-4.904247e+000	-4.714160e+000	-4.871209e+000
1.820251471352346e+000	9.297185e-003	1.167135e-002	9.109090e-003	6.734929e-003	-4.022882e+000	-1.532848e-001	-4.904247e+000	-4.709226e+000	-4.866016e+000
1.915618861762325e+000	9.307193e-003	1.167624e-002	9.109247e-003	6.740204e-003	-4.020343e+000	-1.612277e-001	-4.904248e+000	-4.696466e+000	-4.852937e+000
2.023312010025145e+000	9.321322e-003	1.168458e-002	9.112256e-003	6.749001e-003	-4.016232e+000	-1.701281e-001	-4.904248e+000	-4.680634e+000	-4.836582e+000
2.086222760966675e+000	9.331019e-003	1.169089e-002	9.115457e-003	6.755590e-003	-4.013192e+000	-1.752944e-001	-4.904248e+000	-4.670647e+000	-4.826261e+000
2.149133511908204e+000	9.341611e-003	1.169809e-002	9.119553e-003	6.763079e-003	-4.009765e+000	-1.804323e-001	-4.904248e+000	-4.660225e+000	-4.815490e+000
2.212044262849734e+000	9.353099e-003	1.170618e-002	9.124545e-003	6.771467e-003	-4.005952e+000	-1.855418e-001	-4.904248e+000	-4.649367e+000	-4.804270e+000
2.274955013791263e+000	9.365481e-003	1.171516e-002	9.130432e-003	6.780754e-003	-4.001753e+000	-1.906228e-001	-4.904247e+000	-4.638073e+000	-4.792600e+000
2.337865764732793e+000	9.378759e-003	1.172503e-002	9.137215e-003	6.790941e-003	-3.997168e+000	-1.956753e-001	-4.904247e+000	-4.626344e+000	-4.780481e+000
2.400776515674322e+000	9.392932e-003	1.173580e-002	9.144893e-003	6.802028e-003	-3.992196e+000	-2.006995e-001	-4.904246e+000	-4.614180e+000	-4.767912e+000
2.463687266615851e+000	9.408000e-003	1.174745e-002	9.153467e-003	6.814015e-003	-3.986838e+000	-2.056952e-001	-4.904245e+000	-4.601579e+000	-4.754893e+000
2.495358647022303e+000	9.415844e-003	1.175358e-002	9.158041e-003	6.820308e-003	-3.984036e+000	-2.081977e-001	-4.904244e+000	-4.595123e+000	-4.748222e+000
2.527030027428755e+000	9.423876e-003	1.175989e-002	9.162805e-003	6.826792e-003	-3.981154e+000	-2.106927e-001	-4.904244e+000	-4.588580e+000	-4.741461e+000
2.584555595922107e+000	9.439031e-003	1.177192e-002	9.172023e-003	6.839138e-003	-3.975680e+000	-2.152034e-001	-4.904242e+000	-4.576428e+000	-4.728905e+000
2.642081164415458e+000	9.454661e-003	1.178442e-002	9.181716e-003	6.851962e-003	-3.970016e+000	-2.196895e-001	-4.904240e+000	-4.564076e+000	-4.716142e+000
2.699606732908809e+000	9.470765e-003	1.179738e-002	9.191883e-003	6.865263e-003	-3.964163e+000	-2.241509e-001	-4.904238e+000	-4.551523e+000	-4.703172e+000
2.757132301402161e+000	9.487343e-003	1.181083e-002	9.202525e-003	6.879043e-003	-3.958121e+000	-2.285876e-001	-4.904236e+000	-4.538769e+000	-4.689995e+000
2.814657869895513e+000	9.504395e-003	1.182474e-002	9.213642e-003	6.893300e-003	-3.951889e+000	-2.329996e-001	-4.904234e+000	-4.525815e+000	-4.676610e+000
2.872183438388864e+000	9.521922e-003	1.183912e-002	9.225233e-003	6.908036e-003	-3.945467e+000	-2.373869e-001	-4.904231e+000	-4.512660e+000	-4.663018e+000
2.929709006882215e+000	9.539923e-003	1.185397e-002	9.237299e-003	6.923249e-003	-3.938856e+000	-2.417496e-001	-4.904228e+000	-4.499304e+000	-4.649219e+000
3.029247631016778e+000	9.572252e-003	1.188085e-002	9.259360e-003	6.950766e-003	-3.926970e+000	-2.492296e-001	-4.904221e+000	-4.475736e+000	-4.624864e+000
3.128786255151341e+000	9.604717e-003	1.190785e-002	9.281558e-003	6.978428e-003	-3.915079e+000	-2.566622e-001	-4.904213e+000	-4.452220e+000	-4.600563e+000
3.228324879285905e+000	9.637317e-003	1.193497e-002	9.303892e-003	7.006238e-003	-3.903185e+000	-2.640473e-001	-4.904204e+000	-4.428757e+000	-4.576318e+000
3.327863503420468e+000	9.670053e-003	1.196222e-002	9.326364e-003	7.034194e-003	-3.891286e+000	-2.713848e-001	-4.904194e+000	-4.405346e+000	-4.552127e+000
3.427402127555031e+000	9.702923e-003	1.198960e-002	9.348972e-003	7.062296e-003	-3.879382e+000	-2.786748e-001	-4.904182e+000	-4.381987e+000	-4.527991e+000
3.526940751689594e+000	9.735929e-003	1.201710e-002	9.371717e-003	7.090545e-003	-3.867475e+000	-2.859173e-001	-4.904168e+000	-4.358681e+000	-4.503910e+000
3.626479375824157e+000	9.769071e-003	1.204473e-002	9.394598e-003	7.118941e-003	-3.855563e+000	-2.931122e-001	-4.904153e+000	-4.335427e+000	-4.479883e+000
3.799702436006383e+000	9.825777e-003	1.209181e-002	9.433453e-003	7.167417e-003	-3.835459e+000	-3.055124e-001	-4.904124e+000	-4.295868e+000	-4.438982e+000
3.972925496188609e+000	9.876777e-003	1.213316e-002	9.466609e-003	7.210222e-003	-3.817629e+000	-3.180251e-001	-4.904087e+000	-4.258940e+000	-4.400819e+000
4.146148556370836e+000	9.922073e-003	1.216878e-002	9.494066e-003	7.247358e-003	-3.802072e+000	-3.306504e-001	-4.904044e+000	-4.224644e+000	-4.365393e+000
4.319371616553061e+000	9.961664e-003	1.219866e-002	9.515824e-003	7.278824e-003	-3.788787e+000	-3.433883e-001	-4.903993e+000	-4.192978e+000	-4.332704e+000
4.492594676735288e+000	9.995550e-003	1.222281e-002	9.531882e-003	7.304620e-003	-3.777776e+000	-3.562388e-001	-4.903936e+000	-4.163943e+000	-4.302753e+000
4.665817736917514e+000	1.002373e-002	1.224123e-002	9.542241e-003	7.324747e-003	-3.769038e+000	-3.692019e-001	-4.903872e+000	-4.137539e+000	-4.275539e+000
4.839040797099740e+000	1.004621e-002	1.225391e-002	9.546901e-003	7.339204e-003	-3.762573e+000	-3.822775e-001	-4.903801e+000	-4.113766e+000	-4.251063e+000
5.081107850598705e+000	1.006122e-002	1.225518e-002	9.537027e-003	7.343069e-003	-3.759604e+000	-4.012569e-001	-4.903687e+000	-4.087098e+000	-4.223837e+000
5.249549871960226e+000	1.006056e-002	1.224493e-002	9.519058e-003	7.334693e-003	-3.761649e+000	-4.147941e-001	-4.903599e+000	-4.073088e+000	-4.209147e+000
5.417991893321747e+000	1.005410e-002	1.222884e-002	9.495293e-003	7.320549e-003	-3.765959e+000	-4.286843e-001	-4.903503e+000	-4.061410e+000	-4.196912e+000
5.586433914683269e+000	1.004183e-002	1.220693e-002	9.465733e-003	7.300635e-003	-3.772535e+000	-4.429274e-001	-4.903399e+000	-4.052064e+000	-4.187130e+000
5.754875936044790e+000	1.002376e-002	1.217919e-002	9.430376e-003	7.274953e-003	-3.781375e+000	-4.575233e-001	-4.903287e+000	-4.045049e+000	-4.179803e+000
5.923317957406312e+000	9.999890e-003	1.214561e-002	9.389224e-003	7.243502e-003	-3.792480e+000	-4.724722e-001	-4.903167e+000	-4.040367e+000	-4.174930e+000
6.091759978767833e+000	9.970215e-003	1.210621e-002	9.342276e-003	7.206282e-003	-3.805850e+000	-4.877739e-001	-4.903039e+000	-4.038018e+000	-4.172510e+000
6.260202000129354e+000	9.934736e-003	1.206098e-002	9.289533e-003	7.163293e-003	-3.821485e+000	-5.034286e-001	-4.902903e+000	-4.038000e+000	-4.172545e+000
6.420736024117817e+000	9.897199e-003	1.201412e-002	9.235548e-003	7.118628e-003	-3.838073e+000	-5.187439e-001	-4.902765e+000	-4.039549e+000	-4.174145e+000
6.581270048106280e+000	9.860633e-003	1.196821e-002	9.182542e-003	7.074967e-003	-3.854358e+000	-5.341352e-001	-4.902621e+000	-4.040636e+000	-4.175268e+000
6.741804072094743e+000	9.825038e-003	1.192324e-002	9.130516e-003	7.032310e-003	-3.870338e+000	-5.496023e-001	-4.902471e+000	-4.041261e+000	-4.175914e+000
6.902338096083206e+000	9.790415e-003	1.187923e-002	9.079470e-003	6.990655e-003	-3.886015e+000	-5.651454e-001	-4.902313e+000	-4.041424e+000	-4.176082e+000
7.062872120071669e+000	9.756764e-003	1.183616e-002	9.029403e-003	6.950004e-003	-3.901389e+000	-5.807643e-001	-4.902149e+000	-4.041126e+000	-4.175773e+000
7.223406144060132e+000	9.724085e-003	1.179404e-002	8.980316e-003	6.910357e-003	-3.916458e+000	-5.964591e-001	-4.901978e+000	-4.040365e+000	-4.174986e+000
7.383940168048595e+000	9.692377e-003	1.175287e-002	8.932209e-003	6.871712e-003	-3.931224e+000	-6.122299e-001	-4.901800e+000	-4.039142e+000	-4.173722e+000
7.658197949172395e+000	9.651898e-003	1.169617e-002	8.863730e-003	6.819454e-003	-3.950765e+000	-6.388730e-001	-4.901483e+000	-4.030492e+000	-4.164755e+000
7.932455730296195e+000	9.629786e-003	1.165777e-002	8.813647e-003	6.785659e-003	-3.962377e+000	-6.641107e-001	-4.901145e+000	-4.013906e+000	-4.147597e+000
8.206713511419995e+000	9.626043e-003	1.163768e-002	8.781961e-003	6.770325e-003	-3.966060e+000	-6.879430e-001	-4.900787e+000	-3.989383e+000	-4.122248e+000
8.480971292543796e+000	9.640667e-003	1.163588e-002	8.768671e-003	6.773455e-003	-3.961815e+000	-7.103698e-001	-4.900407e+000	-3.956923e+000	-4.088707e+000
8.755229073667596e+000	9.673660e-003	1.165239e-002	8.773778e-003	6.795046e-003	-3.949642e+000	-7.313912e-001	-4.900007e+000	-3.916527e+000	-4.046974e+000
9.029486854791397e+000	9.725021e-003	1.168720e-002	8.797281e-003	6.835100e-003	-3.929540e+000	-7.510072e-001	-4.899587e+000	-3.868195e+000	-3.997051e+000
9.303744635915196e+000	9.794750e-003	1.174031e-002	8.839181e-003	6.893616e-003	-3.901510e+000	-7.692177e-001	-4.899146e+000	-3.811925e+000	-3.938935e+000
9.491997712088368e+000	9.853209e-003	1.178733e-002	8.878556e-003	6.944435e-003	-3.878098e+000	-7.804768e-001	-4.898828e+000	-3.769730e+000	-3.895335e+000
9.680250788261542e+000	9.911969e-003	1.183462e-002	8.918247e-003	6.995598e-003	-3.854742e+000	-7.915842e-001	-4.898498e+000	-3.727788e+000	-3.851997e+000
9.868503864434715e+000	9.971027e-003	1.188218e-002	8.958254e-003	7.047107e-003	-3.831443e+000	-8.025400e-001	-4.898153e+000	-3.686100e+000	-3.808920e+000
1.005675694060789e+001	1.003039e-002	1.193000e-002	8.998577e-003	7.098961e-003	-3.808201e+000	-8.133443e-001	-4.897796e+000	-3.644665e+000	-3.766106e+000
1.024501001678106e+001	1.009004e-002	1.197810e-002	9.039216e-003	7.151160e-003	-3.785016e+000	-8.239969e-001	-4.897425e+000	-3.603485e+000	-3.723554e+000
1.043326309295423e+001	1.015000e-002	1.202647e-002	9.080170e-003	7.203705e-003	-3.761888e+000	-8.344979e-001	-4.897041e+000	-3.562558e+000	-3.681264e+000
1.062151616912741e+001	1.021026e-002	1.207511e-002	9.121440e-003	7.256594e-003	-3.738817e+000	-8.448473e-001	-4.896643e+000	-3.521885e+000	-3.639237e+000
1.094838553651253e+001	1.029475e-002	1.213935e-002	9.172997e-003	7.328398e-003	-3.707015e+000	-8.637637e-001	-4.895915e+000	-3.460164e+000	-3.575471e+000
1.127525490389766e+001	1.035420e-002	1.217846e-002	9.199564e-003	7.375296e-003	-3.684584e+000	-8.850978e-001	-4.895137e+000	-3.406904e+000	-3.520445e+000
1.160212427128278e+001	1.038859e-002	1.219245e-002	9.201143e-003	7.397288e-003	-3.671525e+000	-9.088496e-001	-4.894308e+000	-3.362107e+000	-3.474159e+000
1.192899363866791e+001	1.039795e-002	1.218130e-002	9.177732e-003	7.394375e-003	-3.667837e+000	-9.350191e-001	-4.893429e+000	-3.325770e+000	-3.436612e+000
1.225586300605303e+001	1.038225e-002	1.214503e-002	9.129332e-003	7.366557e-003	-3.673521e+000	-9.636063e-001	-4.892499e+000	-3.297895e+000	-3.407805e+000
1.258273237343816e+001	1.034151e-002	1.208362e-002	9.055943e-003	7.313834e-003	-3.688576e+000	-9.946112e-001	-4.891518e+000	-3.278482e+000	-3.387737e+000
1.290960174082328e+001	1.027573e-002	1.199709e-002	8.957565e-003	7.236205e-003	-3.713003e+000	-1.028034e+000	-4.890487e+000	-3.267530e+000	-3.376409e+000
1.358893144404027e+001	1.012128e-002	1.179926e-002	8.735579e-003	7.057593e-003	-3.771840e+000	-1.102278e+000	-4.888177e+000	-3.248781e+000	-3.357031e+000
1.396527144297937e+001	1.003699e-002	1.169080e-002	8.613994e-003	6.960188e-003	-3.804726e+000	-1.145293e+000	-4.886808e+000	-3.236449e+000	-3.344280e+000
1.434161144191847e+001	9.984583e-003	1.161411e-002	8.524379e-003	6.894852e-003	-3.824429e+000	-1.184119e+000	-4.885371e+000	-3.213174e+000	-3.320224e+000
1.471795144085757e+001	9.964049e-003	1.156920e-002	8.466734e-003	6.861584e-003	-3.830950e+000	-1.218755e+000	-4.883866e+000	-3.178957e+000	-3.284864e+000
1.509429143979667e+001	9.975391e-003	1.155607e-002	8.441058e-003	6.860384e-003	-3.824288e+000	-1.249201e+000	-4.882295e+000	-3.133797e+000	-3.238200e+000
1.547063143873576e+001	1.001861e-002	1.157471e-002	8.447353e-003	6.891253e-003	-3.804444e+000	-1.275457e+000	-4.880656e+000	-3.077694e+000	-3.180231e+000
1.584697143767486e+001	1.009370e-002	1.162513e-002	8.485616e-003	6.954190e-003	-3.771417e+000	-1.297523e+000	-4.878950e+000	-3.010648e+000	-3.110958e+000
1.622331143661396e+001	1.020067e-002	1.170732e-002	8.555850e-003	7.049196e-003	-3.725208e+000	-1.315398e+000	-4.877177e+000	-2.932660e+000	-3.030381e+000
1.650484452068056e+001	1.030199e-002	1.179005e-002	8.629752e-003	7.141689e-003	-3.683427e+000	-1.324902e+000	-4.875801e+000	-2.870236e+000	-2.965860e+000
1.678637760474717e+001	1.039403e-002	1.186345e-002	8.694442e-003	7.225020e-003	-3.645368e+000	-1.335510e+000	-4.874379e+000	-2.811005e+000	-2.904651e+000
1.706791068881377e+001	1.047679e-002	1.192753e-002	8.749919e-003	7.299189e-003	-3.611030e+000	-1.347222e+000	-4.872910e+000	-2.754967e+000	-2.846754e+000
1.734944377288037e+001	1.055029e-002	1.198228e-002	8.796183e-003	7.364194e-003	-3.580414e+000	-1.360039e+000	-4.871394e+000	-2.702122e+000	-2.792168e+000
1.763097685694698e+001	1.061451e-002	1.202771e-002	8.833234e-003	7.420037e-003	-3.553521e+000	-1.373960e+000	-4.869832e+000	-2.652469e+000	-2.740893e+000
1.791250994101358e+001	1.066946e-002	1.206382e-002	8.861073e-003	7.466717e-003	-3.530349e+000	-1.388985e+000	-4.868224e+000	-2.606010e+000	-2.692931e+000
1.819404302508018e+001	1.071514e-002	1.209060e-002	8.879699e-003	7.504235e-003	-3.510898e+000	-1.405115e+000	-4.866569e+000	-2.562744e+000	-2.648280e+000
1.847540611915433e+001	1.071903e-002	1.207556e-002	8.856619e-003	7.500083e-003	-3.505752e+000	-1.426748e+000	-4.864863e+000	-2.530121e+000	-2.614516e+000
1.875676921322847e+001	1.070973e-002	1.204729e-002	8.820415e-003	7.482852e-003	-3.505391e+000	-1.450676e+000	-4.863107e+000	-2.500536e+000	-2.583904e+000
1.903813230730262e+001	1.068723e-002	1.200578e-002	8.771086e-003	7.452541e-003	-3.509817e+000	-1.476899e+000	-4.861301e+000	-2.473989e+000	-2.556442e+000
1.931949540137676e+001	1.065155e-002	1.195103e-002	8.708631e-003	7.409151e-003	-3.519029e+000	-1.505418e+000	-4.859444e+000	-2.450480e+000	-2.532130e+000
1.960085849545090e+001	1.060267e-002	1.188304e-002	8.633052e-003	7.352680e-003	-3.533028e+000	-1.536233e+000	-4.857538e+000	-2.430010e+000	-2.510969e+000
1.988222158952505e+001	1.054060e-002	1.180182e-002	8.544347e-003	7.283131e-003	-3.551813e+000	-1.569343e+000	-4.855582e+000	-2.412577e+000	-2.492958e+000
2.016358468359919e+001	1.046534e-002	1.170736e-002	8.442517e-003	7.200501e-003	-3.575385e+000	-1.604748e+000	-4.853576e+000	-2.398183e+000	-2.478098e+000
2.038620337101972e+001	1.041109e-002	1.163789e-002	8.367293e-003	7.140498e-003	-3.592633e+000	-1.632781e+000	-4.851954e+000	-2.385073e+000	-2.464565e+000
2.060882205844025e+001	1.036632e-002	1.157787e-002	8.301599e-003	7.090051e-003	-3.606170e+000	-1.659231e+000	-4.850302e+000	-2.369361e+000	-2.448332e+000
2.083144074586078e+001	1.033104e-002	1.152731e-002	8.245434e-003	7.049159e-003	-3.615997e+000	-1.684098e+000	-4.848619e+000	-2.351048e+000	-2.429398e+000
2.105405943328131e+001	1.030524e-002	1.148621e-002	8.198799e-003	7.017822e-003	-3.622113e+000	-1.707381e+000	-4.846905e+000	-2.330134e+000	-2.407764e+000
2.127667812070185e+001	1.028892e-002	1.145457e-002	8.161693e-003	6.996041e-003	-3.624519e+000	-1.729082e+000	-4.845161e+000	-2.306618e+000	-2.383429e+000
2.149929680812237e+001	1.028209e-002	1.143239e-002	8.134117e-003	6.983816e-003	-3.623215e+000	-1.749199e+000	-4.843385e+000	-2.280502e+000	-2.356393e+000
2.172191549554291e+001	1.028474e-002	1.141967e-002	8.116071e-003	6.981146e-003	-3.618200e+000	-1.767733e+000	-4.841579e+000	-2.251784e+000	-2.326657e+000
2.198952662027940e+001	1.032021e-002	1.143662e-002	8.126717e-003	7.010309e-003	-3.598824e+000	-1.783548e+000	-4.839371e+000	-2.209017e+000	-2.282530e+000
2.225713774501590e+001	1.036571e-002	1.146357e-002	8.147470e-003	7.049612e-003	-3.575898e+000	-1.797245e+000	-4.837114e+000	-2.164495e+000	-2.236575e+000
2.252474886975240e+001	1.042125e-002	1.150052e-002	8.178329e-003	7.099055e-003	-3.549423e+000	-1.808823e+000	-4.834811e+000	-2.118218e+000	-2.188794e+000
2.279235999448890e+001	1.048682e-002	1.154748e-002	8.219294e-003	7.158638e-003	-3.519398e+000	-1.818283e+000	-4.832460e+000	-2.070187e+000	-2.139186e+000
2.305997111922540e+001	1.056243e-002	1.160444e-002	8.270365e-003	7.228360e-003	-3.485823e+000	-1.825624e+000	-4.830062e+000	-2.020401e+000	-2.087751e+000
2.332758224396190e+001	1.064807e-002	1.167139e-002	8.331542e-003	7.308221e-003	-3.448698e+000	-1.830847e+000	-4.827617e+000	-1.968860e+000	-2.034489e+000
2.359519336869839e+001	1.074375e-002	1.174836e-002	8.402826e-003	7.398223e-003	-3.408024e+000	-1.833952e+000	-4.825124e+000	-1.915564e+000	-1.979400e+000
2.402770821876050e+001	1.087382e-002	1.184810e-002	8.493611e-003	7.519330e-003	-3.353289e+000	-1.842496e+000	-4.820990e+000	-1.838559e+000	-1.899835e+000
2.446022306882260e+001	1.096407e-002	1.190795e-002	8.544789e-003	7.600905e-003	-3.311946e+000	-1.858914e+000	-4.816719e+000	-1.768268e+000	-1.827206e+000
2.489273791888471e+001	1.101452e-002	1.192793e-002	8.556362e-003	7.642947e-003	-3.283996e+000	-1.883206e+000	-4.812310e+000	-1.704691e+000	-1.761513e+000
2.532525276894681e+001	1.102515e-002	1.190802e-002	8.528328e-003	7.645457e-003	-3.269438e+000	-1.915371e+000	-4.807765e+000	-1.647828e+000	-1.702756e+000
2.575776761900891e+001	1.099598e-002	1.184823e-002	8.460689e-003	7.608434e-003	-3.268273e+000	-1.955411e+000	-4.803083e+000	-1.597680e+000	-1.650935e+000
2.619028246907102e+001	1.092700e-002	1.174856e-002	8.353445e-003	7.531879e-003	-3.280500e+000	-2.003324e+000	-4.798264e+000	-1.554246e+000	-1.606050e+000
