time	V(a1)	V(vout)	V(vouts2)	V(n001)
8.489249056715638e+000	9.906858e-003	-3.547770e+000	-2.872214e+000	9.936420e-003
8.672076358337860e+000	9.916201e-003	-3.547495e+000	-2.866123e+000	9.945717e-003
8.854903659960080e+000	9.926942e-003	-3.547210e+000	-2.857166e+000	9.955007e-003
9.037730961582302e+000	9.939079e-003	-3.546916e+000	-2.845343e+000	9.964290e-003
9.220558263204522e+000	9.952612e-003	-3.546613e+000	-2.830655e+000	9.973566e-003
9.403385564826744e+000	9.967543e-003	-3.546301e+000	-2.813100e+000	9.982836e-003
9.586212866448964e+000	9.983870e-003	-3.545980e+000	-2.792680e+000	9.992098e-003
9.680918983729260e+000	9.992342e-003	-3.545809e+000	-2.780362e+000	9.996894e-003
9.775625101009556e+000	1.000075e-002	-3.545636e+000	-2.767500e+000	1.000169e-002
9.870331218289852e+000	1.000910e-002	-3.545459e+000	-2.754096e+000	1.000648e-002
9.965037335570148e+000	1.001738e-002	-3.545279e+000	-2.740150e+000	1.001127e-002
1.005974345285044e+001	1.002561e-002	-3.545096e+000	-2.725660e+000	1.001606e-002
1.015444957013074e+001	1.003377e-002	-3.544910e+000	-2.710628e+000	1.002084e-002
1.024915568741104e+001	1.004186e-002	-3.544721e+000	-2.695053e+000	1.002562e-002
1.053512170689879e+001	1.006426e-002	-3.544136e+000	-2.648370e+000	1.004006e-002
1.068996711782732e+001	1.007508e-002	-3.543808e+000	-2.623245e+000	1.004786e-002
1.088225171547860e+001	1.008702e-002	-3.543388e+000	-2.593103e+000	1.005755e-002
1.107894740457355e+001	1.009738e-002	-3.542942e+000	-2.564514e+000	1.006744e-002
1.118425080086589e+001	1.010214e-002	-3.542697e+000	-2.550268e+000	1.007274e-002
1.128716673010450e+001	1.010628e-002	-3.542453e+000	-2.537374e+000	1.007791e-002
1.145421064659059e+001	1.011194e-002	-3.542046e+000	-2.518868e+000	1.008630e-002
1.172150315824220e+001	1.011863e-002	-3.541376e+000	-2.493721e+000	1.009971e-002
1.188846380692277e+001	1.012162e-002	-3.540945e+000	-2.480896e+000	1.010808e-002
1.200623612044565e+001	1.012333e-002	-3.540633e+000	-2.473622e+000	1.011398e-002
1.217453266486839e+001	1.012543e-002	-3.540176e+000	-2.465544e+000	1.012240e-002
1.243721463389739e+001	1.012853e-002	-3.539439e+000	-2.457189e+000	1.013552e-002
1.254974681020397e+001	1.013003e-002	-3.539114e+000	-2.454830e+000	1.014114e-002
1.273214423964702e+001	1.013297e-002	-3.538574e+000	-2.451849e+000	1.015024e-002
1.302249660010764e+001	1.013970e-002	-3.537694e+000	-2.447627e+000	1.016470e-002
1.316632179428589e+001	1.014424e-002	-3.537247e+000	-2.445245e+000	1.017186e-002
1.326994831448293e+001	1.014808e-002	-3.536919e+000	-2.443088e+000	1.017701e-002
1.334709764695293e+001	1.015127e-002	-3.536672e+000	-2.441110e+000	1.018084e-002
1.343464554448079e+001	1.015524e-002	-3.536388e+000	-2.438394e+000	1.018519e-002
1.353606579849953e+001	1.016031e-002	-3.536056e+000	-2.434648e+000	1.019023e-002
1.362053410559415e+001	1.016491e-002	-3.535776e+000	-2.430971e+000	1.019442e-002
1.369898407450242e+001	1.016949e-002	-3.535513e+000	-2.426921e+000	1.019831e-002
1.382662167702731e+001	1.017756e-002	-3.535079e+000	-2.418901e+000	1.020463e-002
1.403294158809463e+001	1.019209e-002	-3.534364e+000	-2.402486e+000	1.021484e-002
1.431689889872214e+001	1.021458e-002	-3.533358e+000	-2.374726e+000	1.022888e-002
1.444085661214409e+001	1.022505e-002	-3.532910e+000	-2.360490e+000	1.023500e-002
1.461052627413616e+001	1.023976e-002	-3.532284e+000	-2.338100e+000	1.024336e-002
1.470331205085679e+001	1.024800e-002	-3.531937e+000	-2.324607e+000	1.024794e-002
1.479609782757743e+001	1.025611e-002	-3.531586e+000	-2.310706e+000	1.025250e-002
1.488888360429807e+001	1.026411e-002	-3.531230e+000	-2.296396e+000	1.025707e-002
1.498166938101870e+001	1.027199e-002	-3.530871e+000	-2.281678e+000	1.026163e-002
1.507445515773934e+001	1.027975e-002	-3.530507e+000	-2.266550e+000	1.026619e-002
1.516724093445997e+001	1.028739e-002	-3.530140e+000	-2.251015e+000	1.027075e-002
1.526002671118061e+001	1.029491e-002	-3.529768e+000	-2.235070e+000	1.027530e-002
1.554625905492835e+001	1.031578e-002	-3.528605e+000	-2.186863e+000	1.028934e-002
1.575921558857201e+001	1.032904e-002	-3.527715e+000	-2.152023e+000	1.029976e-002
1.599839129958514e+001	1.034132e-002	-3.526687e+000	-2.115870e+000	1.031144e-002
1.615730082326326e+001	1.034793e-002	-3.525988e+000	-2.094226e+000	1.031919e-002
1.627435101911888e+001	1.035202e-002	-3.525464e+000	-2.079886e+000	1.032490e-002
1.646393016883076e+001	1.035736e-002	-3.524598e+000	-2.059746e+000	1.033412e-002
1.676491163158378e+001	1.036314e-002	-3.523196e+000	-2.033073e+000	1.034875e-002
1.705944983579989e+001	1.036670e-002	-3.521780e+000	-2.014832e+000	1.036303e-002
1.720996454198795e+001	1.036785e-002	-3.521036e+000	-2.009357e+000	1.037031e-002
1.736047924817601e+001	1.036951e-002	-3.520281e+000	-2.004424e+000	1.037759e-002
1.751099395436408e+001	1.037169e-002	-3.519515e+000	-2.000036e+000	1.038485e-002
1.766150866055214e+001	1.037439e-002	-3.518739e+000	-1.996191e+000	1.039211e-002
1.781202336674020e+001	1.037760e-002	-3.517951e+000	-1.992890e+000	1.039936e-002
1.796253807292826e+001	1.038133e-002	-3.517152e+000	-1.990132e+000	1.040660e-002
1.811305277911632e+001	1.038558e-002	-3.516342e+000	-1.987918e+000	1.041383e-002
1.835698062404738e+001	1.039555e-002	-3.515006e+000	-1.980138e+000	1.042553e-002
1.862309438461048e+001	1.040971e-002	-3.513514e+000	-1.966837e+000	1.043827e-002
1.891438707988401e+001	1.042893e-002	-3.511837e+000	-1.944209e+000	1.045218e-002
1.920141179096411e+001	1.045098e-002	-3.510151e+000	-1.915155e+000	1.046585e-002
1.950073966662461e+001	1.047603e-002	-3.508353e+000	-1.876890e+000	1.048006e-002
1.963378654632772e+001	1.048772e-002	-3.507536e+000	-1.856580e+000	1.048637e-002
1.976683342603083e+001	1.049904e-002	-3.506711e+000	-1.835697e+000	1.049267e-002
1.989988030573393e+001	1.051000e-002	-3.505877e+000	-1.814239e+000	1.049896e-002
2.003292718543704e+001	1.052060e-002	-3.505033e+000	-1.792207e+000	1.050525e-002
2.016597406514015e+001	1.053083e-002	-3.504180e+000	-1.769601e+000	1.051153e-002
2.029902094484326e+001	1.054070e-002	-3.503318e+000	-1.746421e+000	1.051779e-002
2.043206782454637e+001	1.055021e-002	-3.502446e+000	-1.722666e+000	1.052406e-002
2.065230999235065e+001	1.056362e-002	-3.500987e+000	-1.685614e+000	1.053440e-002
2.089570636647369e+001	1.057571e-002	-3.499337e+000	-1.647756e+000	1.054581e-002
2.109494748986810e+001	1.058343e-002	-3.497962e+000	-1.620040e+000	1.055513e-002
2.120394969268480e+001	1.058686e-002	-3.497198e+000	-1.606474e+000	1.056022e-002
2.138072141381322e+001	1.059133e-002	-3.495943e+000	-1.587294e+000	1.056847e-002
2.166267592478697e+001	1.059610e-002	-3.493913e+000	-1.561428e+000	1.058158e-002
2.178844090715904e+001	1.059754e-002	-3.492995e+000	-1.551916e+000	1.058742e-002
2.195845845763830e+001	1.059907e-002	-3.491735e+000	-1.541913e+000	1.059531e-002
2.222183144861740e+001	1.060118e-002	-3.489748e+000	-1.530934e+000	1.060749e-002
2.261386702090082e+001	1.060591e-002	-3.486711e+000	-1.520554e+000	1.062556e-002
2.289326409503485e+001	1.061204e-002	-3.484499e+000	-1.514050e+000	1.063839e-002
2.301756475282341e+001	1.061580e-002	-3.483503e+000	-1.510769e+000	1.064409e-002
2.318730038779417e+001	1.062208e-002	-3.482126e+000	-1.505093e+000	1.065186e-002
2.326255830207094e+001	1.062531e-002	-3.481510e+000	-1.502005e+000	1.065530e-002
2.334831440108360e+001	1.062932e-002	-3.480803e+000	-1.497953e+000	1.065921e-002
2.346343349074398e+001	1.063527e-002	-3.479849e+000	-1.491660e+000	1.066446e-002
2.356997486835325e+001	1.064134e-002	-3.478960e+000	-1.484896e+000	1.066932e-002
2.367883908893396e+001	1.064807e-002	-3.478044e+000	-1.476721e+000	1.067427e-002
2.385539065815561e+001	1.066003e-002	-3.476541e+000	-1.460592e+000	1.068229e-002
2.413701529357096e+001	1.068133e-002	-3.474118e+000	-1.430125e+000	1.069504e-002
2.425620590293466e+001	1.069094e-002	-3.473082e+000	-1.415326e+000	1.070043e-002
2.434389839959354e+001	1.069815e-002	-3.472312e+000	-1.403288e+000	1.070439e-002
2.442488609451222e+001	1.070488e-002	-3.471597e+000	-1.391550e+000	1.070804e-002
2.449980736509515e+001	1.071113e-002	-3.470932e+000	-1.380223e+000	1.071142e-002
2.457810086273387e+001	1.071766e-002	-3.470234e+000	-1.367904e+000	1.071494e-002
2.480570558192989e+001	1.073637e-002	-3.468184e+000	-1.330191e+000	1.072517e-002
2.508804071248535e+001	1.075814e-002	-3.465594e+000	-1.280827e+000	1.073782e-002
2.536682354133969e+001	1.077702e-002	-3.462998e+000	-1.231799e+000	1.075027e-002
2.557166884068349e+001	1.078875e-002	-3.461063e+000	-1.196870e+000	1.075938e-002
2.580573929426915e+001	1.079964e-002	-3.458814e+000	-1.159938e+000	1.076978e-002
2.604012944955080e+001	1.080785e-002	-3.456527e+000	-1.127113e+000	1.078015e-002
2.614580080701347e+001	1.081071e-002	-3.455484e+000	-1.114014e+000	1.078482e-002
2.631725304491612e+001	1.081434e-002	-3.453774e+000	-1.095496e+000	1.079238e-002
2.659121138321161e+001	1.081802e-002	-3.451011e+000	-1.070353e+000	1.080442e-002
2.679650726160527e+001	1.081959e-002	-3.448911e+000	-1.055789e+000	1.081342e-002
2.692090718634929e+001	1.082003e-002	-3.447623e+000	-1.049539e+000	1.081886e-002
2.704530711109332e+001	1.082071e-002	-3.446325e+000	-1.043912e+000	1.082429e-002
2.716970703583734e+001	1.082162e-002	-3.445017e+000	-1.038908e+000	1.082971e-002
2.729410696058137e+001	1.082277e-002	-3.443699e+000	-1.034526e+000	1.083513e-002
2.741850688532540e+001	1.082416e-002	-3.442371e+000	-1.030766e+000	1.084053e-002
2.754290681006942e+001	1.082578e-002	-3.441032e+000	-1.027628e+000	1.084592e-002
2.766730673481345e+001	1.082764e-002	-3.439684e+000	-1.025113e+000	1.085131e-002
2.796123294457467e+001	1.083521e-002	-3.436470e+000	-1.016719e+000	1.086400e-002
2.823603461756641e+001	1.084589e-002	-3.433412e+000	-1.005093e+000	1.087582e-002
2.852815881270229e+001	1.086121e-002	-3.430111e+000	-9.866393e-001	1.088833e-002
2.882606735515257e+001	1.088065e-002	-3.426688e+000	-9.588181e-001	1.090104e-002
2.918607355523265e+001	1.090787e-002	-3.422492e+000	-9.156445e-001	1.091632e-002
2.934991602563347e+001	1.092153e-002	-3.420554e+000	-8.906572e-001	1.092325e-002
2.951375849603430e+001	1.093466e-002	-3.418598e+000	-8.647863e-001	1.093016e-002
2.967760096643512e+001	1.094725e-002	-3.416626e+000	-8.380320e-001	1.093706e-002
2.984144343683594e+001	1.095931e-002	-3.414637e+000	-8.103941e-001	1.094393e-002
3.000528590723676e+001	1.097083e-002	-3.412631e+000	-7.818726e-001	1.095079e-002
3.016912837763758e+001	1.098181e-002	-3.410608e+000	-7.524677e-001	1.095764e-002
3.033297084803841e+001	1.099226e-002	-3.408568e+000	-7.221792e-001	1.096447e-002
3.058625655425193e+001	1.100365e-002	-3.405381e+000	-6.789835e-001	1.097499e-002
3.083954226046545e+001	1.101293e-002	-3.402150e+000	-6.413059e-001	1.098547e-002
3.109282796667897e+001	1.102013e-002	-3.398876e+000	-6.091464e-001	1.099590e-002
3.134611367289249e+001	1.102522e-002	-3.395557e+000	-5.825051e-001	1.100630e-002
3.159939937910601e+001	1.102822e-002	-3.392195e+000	-5.613818e-001	1.101665e-002
3.185268508531953e+001	1.102911e-002	-3.388789e+000	-5.457766e-001	1.102696e-002
3.210597079153305e+001	1.102791e-002	-3.385340e+000	-5.356896e-001	1.103723e-002
3.225573264334035e+001	1.102834e-002	-3.383279e+000	-5.320908e-001	1.104328e-002
3.240549449514764e+001	1.102965e-002	-3.381203e+000	-5.280226e-001	1.104931e-002
3.255525634695493e+001	1.103184e-002	-3.379113e+000	-5.234849e-001	1.105533e-002
3.270501819876223e+001	1.103491e-002	-3.377009e+000	-5.184779e-001	1.106134e-002
3.285478005056952e+001	1.103885e-002	-3.374891e+000	-5.130014e-001	1.106733e-002
3.300454190237682e+001	1.104368e-002	-3.372759e+000	-5.070554e-001	1.107330e-002
3.315430375418411e+001	1.104938e-002	-3.370612e+000	-5.006400e-001	1.107926e-002
3.346862809403316e+001	1.106527e-002	-3.366058e+000	-4.794875e-001	1.109172e-002
3.375024069671760e+001	1.108308e-002	-3.361920e+000	-4.520089e-001	1.110282e-002
3.410087550801261e+001	1.110860e-002	-3.356710e+000	-4.088418e-001	1.111656e-002
3.436723292787237e+001	1.112913e-002	-3.352695e+000	-3.682394e-001	1.112694e-002
3.446049656870599e+001	1.113641e-002	-3.351279e+000	-3.526738e-001	1.113057e-002
3.455376020953959e+001	1.114348e-002	-3.349857e+000	-3.368557e-001	1.113419e-002
3.464702385037320e+001	1.115036e-002	-3.348429e+000	-3.207849e-001	1.113780e-002
3.474028749120681e+001	1.115704e-002	-3.346995e+000	-3.044616e-001	1.114140e-002
3.483355113204043e+001	1.116351e-002	-3.345554e+000	-2.878858e-001	1.114500e-002
3.492681477287403e+001	1.116979e-002	-3.344107e+000	-2.710573e-001	1.114859e-002
3.502007841370764e+001	1.117586e-002	-3.342654e+000	-2.539763e-001	1.115218e-002
3.533145517660488e+001	1.119308e-002	-3.337772e+000	-1.989836e-001	1.116410e-002
3.549573943506924e+001	1.120033e-002	-3.335167e+000	-1.717417e-001	1.117037e-002
3.570471493326484e+001	1.120761e-002	-3.331825e+000	-1.396852e-001	1.117831e-002
3.586530029955758e+001	1.121175e-002	-3.329237e+000	-1.174454e-001	1.118439e-002
3.595575841901359e+001	1.121356e-002	-3.327770e+000	-1.060375e-001	1.118780e-002
3.607060316282431e+001	1.121535e-002	-3.325899e+000	-9.286337e-002	1.119213e-002
3.625667926730465e+001	1.121720e-002	-3.322847e+000	-7.422112e-002	1.119913e-002
3.645971994435820e+001	1.121803e-002	-3.319494e+000	-5.685054e-002	1.120673e-002
3.656035377962478e+001	1.121812e-002	-3.317823e+000	-4.956655e-002	1.121048e-002
3.663543401525952e+001	1.121809e-002	-3.316570e+000	-4.490171e-002	1.121328e-002
3.672434286638497e+001	1.121800e-002	-3.315080e+000	-4.001791e-002	1.121659e-002
3.682095287613795e+001	1.121787e-002	-3.313455e+000	-3.535420e-002	1.122017e-002
3.693204370437972e+001	1.121777e-002	-3.311579e+000	-3.066699e-002	1.122429e-002
3.701672952547520e+001	1.121776e-002	-3.310143e+000	-2.753511e-002	1.122742e-002
3.711133787940480e+001	1.121789e-002	-3.308533e+000	-2.442839e-002	1.123091e-002
3.719651144969927e+001	1.121816e-002	-3.307078e+000	-2.188819e-002	1.123405e-002
3.750250375009402e+001	1.122086e-002	-3.301807e+000	-1.340725e-002	1.124527e-002
3.768324995132942e+001	1.122411e-002	-3.298667e+000	-7.942955e-003	1.125187e-002
3.781712970977200e+001	1.122744e-002	-3.296329e+000	-3.276115e-003	1.125674e-002
3.789677606987892e+001	1.122983e-002	-3.294932e+000	-5.418263e-005	1.125963e-002
3.797594398454116e+001	1.123250e-002	-3.293538e+000	3.586984e-003	1.126250e-002
3.805608088094359e+001	1.123552e-002	-3.292122e+000	7.771688e-003	1.126540e-002
3.817328167099410e+001	1.124049e-002	-3.290045e+000	1.468353e-002	1.126963e-002
3.824959705959900e+001	1.124407e-002	-3.288688e+000	1.977002e-002	1.127238e-002
3.834307582681307e+001	1.124882e-002	-3.287020e+000	2.677889e-002	1.127574e-002
3.843194632555625e+001	1.125369e-002	-3.285429e+000	3.422142e-002	1.127893e-002
3.854737991046546e+001	1.126049e-002	-3.283354e+000	4.524430e-002	1.128306e-002
3.873439181146184e+001	1.127250e-002	-3.279973e+000	6.574260e-002	1.128974e-002
3.892016715235484e+001	1.128538e-002	-3.276597e+000	8.873355e-002	1.129634e-002
3.901826402359995e+001	1.129245e-002	-3.274806e+000	1.021132e-001	1.129982e-002
3.909199260073705e+001	1.129783e-002	-3.273454e+000	1.128875e-001	1.130242e-002
3.927458705790815e+001	1.131127e-002	-3.270091e+000	1.414547e-001	1.130886e-002
3.948279944880478e+001	1.132639e-002	-3.266229e+000	1.764844e-001	1.131617e-002
3.960261769283839e+001	1.133494e-002	-3.263992e+000	1.980070e-001	1.132036e-002
3.972243593687200e+001	1.134296e-002	-3.261746e+000	2.194143e-001	1.132454e-002
3.984225418090561e+001	1.135043e-002	-3.259490e+000	2.407063e-001	1.132871e-002
3.996207242493921e+001	1.135737e-002	-3.257225e+000	2.618830e-001	1.133287e-002
4.008189066897282e+001	1.136377e-002	-3.254950e+000	2.829444e-001	1.133701e-002
4.020170891300642e+001	1.136962e-002	-3.252666e+000	3.038905e-001	1.134115e-002
4.032152715704003e+001	1.137494e-002	-3.250373e+000	3.247213e-001	1.134527e-002
4.061638708855839e+001	1.138458e-002	-3.244681e+000	3.705029e-001	1.135536e-002
4.080714881075020e+001	1.138855e-002	-3.240966e+000	3.964783e-001	1.136186e-002
4.101586515983689e+001	1.139105e-002	-3.236869e+000	4.206346e-001	1.136893e-002
4.119873577141527e+001	1.139190e-002	-3.233254e+000	4.382434e-001	1.137509e-002
4.137993983379795e+001	1.139181e-002	-3.229653e+000	4.531885e-001	1.138117e-002
4.155105938853104e+001	1.139117e-002	-3.226229e+000	4.644551e-001	1.138689e-002
4.172941121295803e+001	1.139026e-002	-3.222637e+000	4.734519e-001	1.139283e-002
4.194884178219532e+001	1.138933e-002	-3.218187e+000	4.818779e-001	1.140009e-002
4.225003759091837e+001	1.138949e-002	-3.212022e+000	4.905619e-001	1.141000e-002
4.270441094186105e+001	1.139563e-002	-3.202610e+000	5.041257e-001	1.142480e-002
4.295189697228061e+001	1.140289e-002	-3.197423e+000	5.153131e-001	1.143279e-002
4.306555190712507e+001	1.140722e-002	-3.195028e+000	5.219486e-001	1.143645e-002
4.318193723620975e+001	1.141228e-002	-3.192566e+000	5.297354e-001	1.144017e-002
4.327108745715061e+001	1.141657e-002	-3.190675e+000	5.365418e-001	1.144302e-002
4.337407068319357e+001	1.142194e-002	-3.188483e+000	5.454183e-001	1.144630e-002
4.348426080672474e+001	1.142815e-002	-3.186129e+000	5.562052e-001	1.144980e-002
4.366292709632484e+001	1.143908e-002	-3.182296e+000	5.761743e-001	1.145546e-002
4.383972258693400e+001	1.145072e-002	-3.178486e+000	5.983011e-001	1.146103e-002
4.393313971671241e+001	1.145709e-002	-3.176465e+000	6.111186e-001	1.146396e-002
4.401014764667394e+001	1.146241e-002	-3.174794e+000	6.223879e-001	1.146637e-002
4.408849389645005e+001	1.146786e-002	-3.173089e+000	6.343703e-001	1.146882e-002
4.417761356438265e+001	1.147406e-002	-3.171145e+000	6.485611e-001	1.147159e-002
4.429148549561842e+001	1.148193e-002	-3.168653e+000	6.673977e-001	1.147513e-002
4.441496879402149e+001	1.149027e-002	-3.165941e+000	6.884826e-001	1.147896e-002
4.450301962337157e+001	1.149605e-002	-3.164002e+000	7.038934e-001	1.148168e-002
4.460957217864550e+001	1.150278e-002	-3.161647e+000	7.228528e-001	1.148496e-002
4.471843223106353e+001	1.150931e-002	-3.159232e+000	7.423602e-001	1.148830e-002
4.506961869053536e+001	1.152725e-002	-3.151391e+000	8.045430e-001	1.149902e-002
4.516187273503655e+001	1.153105e-002	-3.149318e+000	8.203226e-001	1.150182e-002
4.523970061114017e+001	1.153393e-002	-3.147564e+000	8.332391e-001	1.150417e-002
4.531479692174442e+001	1.153642e-002	-3.145866e+000	8.453232e-001	1.150643e-002
4.540333067726201e+001	1.153900e-002	-3.143860e+000	8.590231e-001	1.150910e-002
4.551741992301837e+001	1.154174e-002	-3.141266e+000	8.757728e-001	1.151252e-002
4.564799017625108e+001	1.154410e-002	-3.138288e+000	8.937858e-001	1.151643e-002
4.573493724310038e+001	1.154523e-002	-3.136297e+000	9.049104e-001	1.151902e-002
4.584506655815989e+001	1.154619e-002	-3.133768e+000	9.178624e-001	1.152229e-002
4.595259182744139e+001	1.154666e-002	-3.131289e+000	9.292442e-001	1.152548e-002
4.612700613313608e+001	1.154657e-002	-3.127251e+000	9.452888e-001	1.153062e-002
4.629951845591726e+001	1.154567e-002	-3.123240e+000	9.588963e-001	1.153569e-002
4.639061187567617e+001	1.154496e-002	-3.121113e+000	9.650009e-001	1.153835e-002
4.646925988892310e+001	1.154428e-002	-3.119271e+000	9.695653e-001	1.154064e-002
4.654446213546490e+001	1.154358e-002	-3.117506e+000	9.734423e-001	1.154283e-002
4.663029821948246e+001	1.154277e-002	-3.115485e+000	9.773309e-001	1.154532e-002
4.674538766237382e+001	1.154174e-002	-3.112768e+000	9.818224e-001	1.154865e-002
4.688099069962786e+001	1.154070e-002	-3.109556e+000	9.863786e-001	1.155255e-002
4.708054864257522e+001	1.153983e-002	-3.104805e+000	9.918773e-001	1.155827e-002
4.716887385706986e+001	1.153973e-002	-3.102692e+000	9.939057e-001	1.156079e-002
4.725719907156450e+001	1.153996e-002	-3.100575e+000	9.961231e-001	1.156331e-002
4.734552428605914e+001	1.154051e-002	-3.098453e+000	9.985295e-001	1.156581e-002
4.743384950055378e+001	1.154139e-002	-3.096326e+000	1.001125e+000	1.156831e-002
