time	V(a1)	V(vout)	V(vouts2)
2.967244805886930e+002	9.315371e-003	-1.508403e+000	-3.762326e+000
2.971335373305383e+002	9.336462e-003	-1.519754e+000	-3.734474e+000
2.975524452102208e+002	9.358074e-003	-1.531273e+000	-3.705666e+000
2.979713530899031e+002	9.379692e-003	-1.542681e+000	-3.676580e+000
2.983902609695855e+002	9.401317e-003	-1.553978e+000	-3.647215e+000
2.988091688492679e+002	9.422949e-003	-1.565166e+000	-3.617571e+000
2.992280767289503e+002	9.444588e-003	-1.576243e+000	-3.587648e+000
2.996469846086327e+002	9.466233e-003	-1.587210e+000	-3.557447e+000
3.000658924883151e+002	9.487886e-003	-1.598066e+000	-3.526966e+000
3.004593516916668e+002	9.508223e-003	-1.608159e+000	-3.498090e+000
3.008528108950185e+002	9.528557e-003	-1.618149e+000	-3.468981e+000
3.012462700983703e+002	9.548886e-003	-1.628037e+000	-3.439640e+000
3.016397293017220e+002	9.569211e-003	-1.637821e+000	-3.410067e+000
3.020331885050737e+002	9.589533e-003	-1.647504e+000	-3.380263e+000
3.024266477084254e+002	9.609850e-003	-1.657084e+000	-3.350226e+000
3.028201069117772e+002	9.630163e-003	-1.666561e+000	-3.319957e+000
3.032327891821450e+002	9.651459e-003	-1.676389e+000	-3.287968e+000
3.036454714525129e+002	9.672740e-003	-1.686099e+000	-3.255739e+000
3.040581537228808e+002	9.694006e-003	-1.695690e+000	-3.223272e+000
3.044708359932487e+002	9.715257e-003	-1.705164e+000	-3.190565e+000
3.048835182636166e+002	9.736493e-003	-1.714519e+000	-3.157620e+000
3.052962005339845e+002	9.757713e-003	-1.723756e+000	-3.124435e+000
3.057088828043524e+002	9.778919e-003	-1.732876e+000	-3.091011e+000
3.059739303754653e+002	9.792525e-003	-1.738667e+000	-3.069423e+000
3.062389779465782e+002	9.806122e-003	-1.744409e+000	-3.047744e+000
3.065040255176911e+002	9.819709e-003	-1.750100e+000	-3.025972e+000
3.067690730888040e+002	9.833285e-003	-1.755741e+000	-3.004107e+000
3.070341206599169e+002	9.846852e-003	-1.761332e+000	-2.982150e+000
3.072991682310298e+002	9.860408e-003	-1.766873e+000	-2.960101e+000
3.075642158021427e+002	9.873955e-003	-1.772363e+000	-2.937960e+000
3.079779287996750e+002	9.895079e-003	-1.780831e+000	-2.903212e+000
3.083916417972073e+002	9.916169e-003	-1.789171e+000	-2.868253e+000
3.088053547947396e+002	9.937226e-003	-1.797386e+000	-2.833084e+000
3.092190677922719e+002	9.958249e-003	-1.805473e+000	-2.797704e+000
3.096327807898042e+002	9.979238e-003	-1.813435e+000	-2.762114e+000
3.100464937873365e+002	1.000019e-002	-1.821269e+000	-2.726313e+000
3.104602067848688e+002	1.002112e-002	-1.828978e+000	-2.690301e+000
3.108634153626947e+002	1.004147e-002	-1.836365e+000	-2.655009e+000
3.112666239405206e+002	1.006178e-002	-1.843629e+000	-2.619534e+000
3.116698325183465e+002	1.008205e-002	-1.850768e+000	-2.583876e+000
3.120730410961725e+002	1.010228e-002	-1.857782e+000	-2.548036e+000
3.124762496739984e+002	1.012246e-002	-1.864672e+000	-2.512013e+000
3.128794582518244e+002	1.014261e-002	-1.871438e+000	-2.475808e+000
3.132826668296503e+002	1.016271e-002	-1.878080e+000	-2.439419e+000
3.136718405423501e+002	1.018206e-002	-1.884371e+000	-2.404134e+000
3.140610142550501e+002	1.020137e-002	-1.890544e+000	-2.368696e+000
3.144501879677499e+002	1.022063e-002	-1.896597e+000	-2.333104e+000
3.148393616804498e+002	1.023984e-002	-1.902531e+000	-2.297358e+000
3.152285353931497e+002	1.025900e-002	-1.908347e+000	-2.261459e+000
3.156177091058496e+002	1.027812e-002	-1.914043e+000	-2.225407e+000
3.160068828185495e+002	1.029718e-002	-1.919620e+000	-2.189200e+000
3.164011594579625e+002	1.031644e-002	-1.925147e+000	-2.152370e+000
3.167954360973756e+002	1.033565e-002	-1.930549e+000	-2.115400e+000
3.171897127367886e+002	1.035479e-002	-1.935826e+000	-2.078290e+000
3.175839893762016e+002	1.037387e-002	-1.940978e+000	-2.041040e+000
3.179782660156146e+002	1.039290e-002	-1.946005e+000	-2.003649e+000
3.183725426550277e+002	1.041187e-002	-1.950907e+000	-1.966118e+000
3.187668192944407e+002	1.043078e-002	-1.955684e+000	-1.928447e+000
3.191872916070875e+002	1.045087e-002	-1.960640e+000	-1.888129e+000
3.196077639197342e+002	1.047089e-002	-1.965452e+000	-1.847672e+000
3.200282362323810e+002	1.049083e-002	-1.970118e+000	-1.807077e+000
3.204487085450278e+002	1.051070e-002	-1.974639e+000	-1.766344e+000
3.208691808576746e+002	1.053048e-002	-1.979015e+000	-1.725472e+000
3.212896531703213e+002	1.055019e-002	-1.983246e+000	-1.684462e+000
3.217101254829681e+002	1.056982e-002	-1.987332e+000	-1.643313e+000
3.220925941072310e+002	1.058760e-002	-1.990921e+000	-1.605774e+000
3.224750627314940e+002	1.060532e-002	-1.994388e+000	-1.568138e+000
3.228575313557570e+002	1.062296e-002	-1.997733e+000	-1.530406e+000
3.232399999800199e+002	1.064052e-002	-2.000957e+000	-1.492576e+000
3.236224686042829e+002	1.065802e-002	-2.004058e+000	-1.454650e+000
3.240049372285458e+002	1.067544e-002	-2.007038e+000	-1.416627e+000
3.243874058528088e+002	1.069279e-002	-2.009897e+000	-1.378507e+000
3.247930857012153e+002	1.071111e-002	-2.012794e+000	-1.337977e+000
3.251987655496218e+002	1.072933e-002	-2.015553e+000	-1.297358e+000
3.256044453980283e+002	1.074747e-002	-2.018173e+000	-1.256650e+000
3.260101252464348e+002	1.076552e-002	-2.020655e+000	-1.215852e+000
3.264158050948412e+002	1.078348e-002	-2.022998e+000	-1.174966e+000
3.268214849432478e+002	1.080134e-002	-2.025202e+000	-1.133990e+000
3.272271647916542e+002	1.081912e-002	-2.027267e+000	-1.092925e+000
3.276466675703463e+002	1.083740e-002	-2.029256e+000	-1.050378e+000
3.280661703490384e+002	1.085558e-002	-2.031095e+000	-1.007758e+000
3.284856731277304e+002	1.087364e-002	-2.032785e+000	-9.650653e-001
3.289051759064225e+002	1.089161e-002	-2.034325e+000	-9.222998e-001
3.293246786851145e+002	1.090946e-002	-2.035715e+000	-8.794616e-001
3.297441814638066e+002	1.092721e-002	-2.036955e+000	-8.365507e-001
3.301636842424987e+002	1.094485e-002	-2.038046e+000	-7.935671e-001
3.305668679387894e+002	1.096170e-002	-2.038953e+000	-7.521987e-001
3.309700516350800e+002	1.097845e-002	-2.039722e+000	-7.107842e-001
3.313732353313707e+002	1.099509e-002	-2.040352e+000	-6.693236e-001
3.317764190276614e+002	1.101162e-002	-2.040842e+000	-6.278167e-001
3.321796027239520e+002	1.102804e-002	-2.041194e+000	-5.862637e-001
3.325827864202427e+002	1.104435e-002	-2.041407e+000	-5.446645e-001
3.329859701165334e+002	1.106056e-002	-2.041481e+000	-5.030191e-001
3.333901813152954e+002	1.107670e-002	-2.041414e+000	-4.612315e-001
3.337943925140573e+002	1.109273e-002	-2.041209e+000	-4.194183e-001
3.341986037128193e+002	1.110863e-002	-2.040863e+000	-3.775797e-001
3.346028149115812e+002	1.112443e-002	-2.040378e+000	-3.357157e-001
3.350070261103432e+002	1.114010e-002	-2.039753e+000	-2.938261e-001
3.354112373091052e+002	1.115566e-002	-2.038989e+000	-2.519111e-001
3.358154485078671e+002	1.117111e-002	-2.038085e+000	-2.099706e-001
3.361175990621011e+002	1.118257e-002	-2.037317e+000	-1.786123e-001
3.364197496163351e+002	1.119397e-002	-2.036472e+000	-1.472499e-001
3.367219001705691e+002	1.120530e-002	-2.035548e+000	-1.158836e-001
3.370240507248032e+002	1.121656e-002	-2.034547e+000	-8.451316e-002
3.373262012790372e+002	1.122776e-002	-2.033468e+000	-5.313874e-002
3.376283518332712e+002	1.123888e-002	-2.032311e+000	-2.176028e-002
3.379305023875052e+002	1.124994e-002	-2.031076e+000	9.622212e-003
3.383422522486881e+002	1.126489e-002	-2.029267e+000	5.239066e-002
3.387540021098709e+002	1.127971e-002	-2.027314e+000	9.514731e-002
3.391657519710538e+002	1.129440e-002	-2.025217e+000	1.378922e-001
3.395775018322367e+002	1.130895e-002	-2.022976e+000	1.806252e-001
3.399892516934196e+002	1.132337e-002	-2.020591e+000	2.233465e-001
3.404010015546024e+002	1.133766e-002	-2.018061e+000	2.660560e-001
3.408127514157853e+002	1.135181e-002	-2.015388e+000	3.087537e-001
3.412287934786112e+002	1.136597e-002	-2.012541e+000	3.518735e-001
3.416448355414371e+002	1.137999e-002	-2.009549e+000	3.949583e-001
3.420608776042629e+002	1.139386e-002	-2.006410e+000	4.380083e-001
3.424769196670888e+002	1.140759e-002	-2.003125e+000	4.810233e-001
3.428929617299147e+002	1.142118e-002	-1.999694e+000	5.240034e-001
3.433090037927406e+002	1.143462e-002	-1.996116e+000	5.669486e-001
3.437250458555664e+002	1.144791e-002	-1.992393e+000	6.098589e-001
3.441336503963124e+002	1.146083e-002	-1.988597e+000	6.519575e-001
3.445422549370583e+002	1.147360e-002	-1.984662e+000	6.940007e-001
3.449508594778042e+002	1.148622e-002	-1.980588e+000	7.359885e-001
3.453594640185501e+002	1.149870e-002	-1.976375e+000	7.779210e-001
3.457680685592961e+002	1.151103e-002	-1.972022e+000	8.197981e-001
3.461766731000420e+002	1.152322e-002	-1.967531e+000	8.616199e-001
3.465852776407879e+002	1.153526e-002	-1.962901e+000	9.033863e-001
3.469850321424335e+002	1.154690e-002	-1.958236e+000	9.441835e-001
3.473847866440790e+002	1.155839e-002	-1.953441e+000	9.849076e-001
3.477845411457246e+002	1.156973e-002	-1.948516e+000	1.025559e+000
3.481842956473702e+002	1.158093e-002	-1.943460e+000	1.066137e+000
3.485840501490157e+002	1.159199e-002	-1.938272e+000	1.106641e+000
3.489838046506613e+002	1.160290e-002	-1.932955e+000	1.147073e+000
3.493835591523068e+002	1.161367e-002	-1.927506e+000	1.187432e+000
3.498005512815962e+002	1.162474e-002	-1.921685e+000	1.229443e+000
3.502175434108856e+002	1.163564e-002	-1.915724e+000	1.271352e+000
3.506345355401750e+002	1.164639e-002	-1.909622e+000	1.313160e+000
3.510515276694645e+002	1.165697e-002	-1.903381e+000	1.354866e+000
3.514685197987539e+002	1.166739e-002	-1.897000e+000	1.396469e+000
3.518855119280433e+002	1.167764e-002	-1.890479e+000	1.437971e+000
3.523025040573327e+002	1.168773e-002	-1.883818e+000	1.479371e+000
3.527253614180548e+002	1.169779e-002	-1.876926e+000	1.521241e+000
3.531482187787769e+002	1.170768e-002	-1.869894e+000	1.562984e+000
3.535710761394991e+002	1.171739e-002	-1.862721e+000	1.604599e+000
3.539939335002212e+002	1.172693e-002	-1.855408e+000	1.646088e+000
3.544167908609434e+002	1.173629e-002	-1.847956e+000	1.687448e+000
3.548396482216655e+002	1.174548e-002	-1.840363e+000	1.728681e+000
3.552625055823876e+002	1.175450e-002	-1.832629e+000	1.769787e+000
3.556661915086190e+002	1.176295e-002	-1.825118e+000	1.808899e+000
3.560698774348504e+002	1.177123e-002	-1.817482e+000	1.847875e+000
3.564735633610818e+002	1.177934e-002	-1.809722e+000	1.886714e+000
3.568772492873133e+002	1.178730e-002	-1.801839e+000	1.925417e+000
3.572809352135446e+002	1.179509e-002	-1.793831e+000	1.963984e+000
3.576846211397760e+002	1.180272e-002	-1.785699e+000	2.002415e+000
3.580883070660074e+002	1.181018e-002	-1.777443e+000	2.040709e+000
3.585234542542889e+002	1.181805e-002	-1.768409e+000	2.081829e+000
3.589586014425703e+002	1.182572e-002	-1.759237e+000	2.122768e+000
3.593937486308518e+002	1.183319e-002	-1.749925e+000	2.163526e+000
3.598288958191332e+002	1.184048e-002	-1.740473e+000	2.204102e+000
3.602640430074147e+002	1.184757e-002	-1.730883e+000	2.244498e+000
3.606991901956961e+002	1.185446e-002	-1.721153e+000	2.284712e+000
3.611343373839776e+002	1.186116e-002	-1.711284e+000	2.324745e+000
3.613045075892620e+002	1.186373e-002	-1.707389e+000	2.340346e+000
3.617076645802845e+002	1.186969e-002	-1.698073e+000	2.377190e+000
3.621108215713070e+002	1.187548e-002	-1.688644e+000	2.413859e+000
3.625139785623296e+002	1.188111e-002	-1.679100e+000	2.450353e+000
3.629171355533521e+002	1.188656e-002	-1.669442e+000	2.486671e+000
3.633202925443747e+002	1.189184e-002	-1.659669e+000	2.522814e+000
3.637234495353972e+002	1.189696e-002	-1.649782e+000	2.558781e+000
3.641266065264198e+002	1.190190e-002	-1.639781e+000	2.594573e+000
3.645590446502927e+002	1.190702e-002	-1.628929e+000	2.632762e+000
3.649914827741656e+002	1.191193e-002	-1.617951e+000	2.670726e+000
3.654239208980384e+002	1.191665e-002	-1.606847e+000	2.708467e+000
3.658563590219114e+002	1.192117e-002	-1.595616e+000	2.745983e+000
3.662887971457843e+002	1.192549e-002	-1.584260e+000	2.783276e+000
3.667212352696571e+002	1.192962e-002	-1.572777e+000	2.820344e+000
3.671536733935300e+002	1.193354e-002	-1.561167e+000	2.857189e+000
3.675629732274246e+002	1.193708e-002	-1.550069e+000	2.891850e+000
3.679722730613191e+002	1.194043e-002	-1.538863e+000	2.926293e+000
3.683815728952136e+002	1.194360e-002	-1.527550e+000	2.960517e+000
3.687908727291082e+002	1.194660e-002	-1.516130e+000	2.994523e+000
3.692001725630027e+002	1.194941e-002	-1.504603e+000	3.028311e+000
3.696094723968972e+002	1.195205e-002	-1.492969e+000	3.061880e+000
3.700187722307917e+002	1.195450e-002	-1.481227e+000	3.095231e+000
3.704250692630305e+002	1.195676e-002	-1.469468e+000	3.128110e+000
3.708313662952694e+002	1.195885e-002	-1.457609e+000	3.160758e+000
3.712376633275082e+002	1.196075e-002	-1.445650e+000	3.193172e+000
3.716439603597470e+002	1.196248e-002	-1.433591e+000	3.225354e+000
3.720502573919858e+002	1.196402e-002	-1.421432e+000	3.257304e+000
3.724565544242246e+002	1.196540e-002	-1.409174e+000	3.289021e+000
3.728628514564634e+002	1.196659e-002	-1.396815e+000	3.320506e+000
3.732969348413721e+002	1.196767e-002	-1.383507e+000	3.353887e+000
3.737310182262807e+002	1.196854e-002	-1.370093e+000	3.386984e+000
3.741651016111894e+002	1.196921e-002	-1.356572e+000	3.419798e+000
3.745991849960980e+002	1.196967e-002	-1.342943e+000	3.452327e+000
3.750332683810066e+002	1.196994e-002	-1.329209e+000	3.484571e+000
3.754673517659152e+002	1.197000e-002	-1.315367e+000	3.516532e+000
3.759014351508239e+002	1.196985e-002	-1.301418e+000	3.548209e+000
3.763085739972652e+002	1.196953e-002	-1.288242e+000	3.577650e+000
3.767157128437066e+002	1.196903e-002	-1.274979e+000	3.606828e+000
3.771228516901479e+002	1.196835e-002	-1.261629e+000	3.635741e+000
3.775299905365893e+002	1.196749e-002	-1.248193e+000	3.664390e+000
3.779371293830306e+002	1.196645e-002	-1.234669e+000	3.692776e+000
3.783442682294719e+002	1.196524e-002	-1.221060e+000	3.720897e+000
3.787514070759133e+002	1.196384e-002	-1.207363e+000	3.748754e+000
3.791492469028811e+002	1.196230e-002	-1.193898e+000	3.775709e+000
3.795470867298489e+002	1.196060e-002	-1.180356e+000	3.802398e+000
3.799449265568167e+002	1.195872e-002	-1.166738e+000	3.828819e+000
3.803427663837846e+002	1.195667e-002	-1.153042e+000	3.854973e+000
3.807406062107524e+002	1.195445e-002	-1.139270e+000	3.880859e+000
3.811384460377202e+002	1.195207e-002	-1.125421e+000	3.906479e+000
3.815362858646880e+002	1.194951e-002	-1.111495e+000	3.931831e+000
3.819678278478164e+002	1.194654e-002	-1.096309e+000	3.959036e+000
3.823993698309447e+002	1.194337e-002	-1.081041e+000	3.985911e+000
3.828309118140730e+002	1.194001e-002	-1.065691e+000	4.012457e+000
3.832624537972014e+002	1.193644e-002	-1.050259e+000	4.038673e+000
3.836939957803298e+002	1.193268e-002	-1.034745e+000	4.064561e+000
3.841255377634581e+002	1.192872e-002	-1.019148e+000	4.090119e+000
3.845570797465865e+002	1.192456e-002	-1.003470e+000	4.115348e+000
3.849695582841977e+002	1.192040e-002	-9.884112e-001	4.139146e+000
3.853820368218089e+002	1.191606e-002	-9.732858e-001	4.162633e+000
3.857945153594202e+002	1.191154e-002	-9.580936e-001	4.185807e+000
3.862069938970315e+002	1.190684e-002	-9.428348e-001	4.208670e+000
3.866194724346427e+002	1.190196e-002	-9.275091e-001	4.231221e+000
3.870319509722539e+002	1.189690e-002	-9.121168e-001	4.253460e+000
3.874444295098652e+002	1.189167e-002	-8.966578e-001	4.275388e+000
3.878382989788738e+002	1.188650e-002	-8.818373e-001	4.296028e+000
3.882321684478825e+002	1.188117e-002	-8.669627e-001	4.316371e+000
3.886260379168911e+002	1.187568e-002	-8.520339e-001	4.336417e+000
3.890199073858997e+002	1.187003e-002	-8.370510e-001	4.356167e+000
3.894137768549084e+002	1.186422e-002	-8.220140e-001	4.375620e+000
3.898076463239170e+002	1.185824e-002	-8.069228e-001	4.394777e+000
3.902015157929257e+002	1.185211e-002	-7.917776e-001	4.413637e+000
3.906252427861833e+002	1.184533e-002	-7.754299e-001	4.433606e+000
3.910489697794409e+002	1.183837e-002	-7.590283e-001	4.453223e+000
3.914726967726986e+002	1.183122e-002	-7.425725e-001	4.472485e+000
3.918964237659562e+002	1.182390e-002	-7.260627e-001	4.491395e+000
3.923201507592138e+002	1.181639e-002	-7.094987e-001	4.509950e+000
3.927438777524715e+002	1.180869e-002	-6.928807e-001	4.528152e+000
3.931676047457291e+002	1.180082e-002	-6.762087e-001	4.546001e+000
3.935854946813108e+002	1.179287e-002	-6.597178e-001	4.563251e+000
3.940033846168925e+002	1.178476e-002	-6.431835e-001	4.580151e+000
3.944212745524742e+002	1.177646e-002	-6.266057e-001	4.596698e+000
3.948391644880559e+002	1.176800e-002	-6.099844e-001	4.612895e+000
3.952570544236377e+002	1.175936e-002	-5.933196e-001	4.628741e+000
3.956749443592194e+002	1.175054e-002	-5.766113e-001	4.644235e+000
3.960928342948011e+002	1.174156e-002	-5.598595e-001	4.659378e+000
3.965016344594985e+002	1.173260e-002	-5.434340e-001	4.673846e+000
3.969104346241959e+002	1.172348e-002	-5.269752e-001	4.687968e+000
3.973192347888933e+002	1.171420e-002	-5.104829e-001	4.701745e+000
3.977280349535906e+002	1.170476e-002	-4.939572e-001	4.715176e+000
3.981368351182880e+002	1.169515e-002	-4.773981e-001	4.728262e+000
3.985456352829854e+002	1.168539e-002	-4.608056e-001	4.741001e+000
3.989544354476828e+002	1.167546e-002	-4.441798e-001	4.753396e+000
3.993730432046155e+002	1.166513e-002	-4.271255e-001	4.765737e+000
3.997916509615482e+002	1.165464e-002	-4.100452e-001	4.777710e+000
4.002102587184809e+002	1.164398e-002	-3.929388e-001	4.789315e+000
4.006288664754136e+002	1.163316e-002	-3.758062e-001	4.800550e+000
4.010474742323463e+002	1.162217e-002	-3.586475e-001	4.811417e+000
4.014660819892790e+002	1.161102e-002	-3.414628e-001	4.821915e+000
4.018846897462117e+002	1.159970e-002	-3.242519e-001	4.832045e+000
4.022948421834535e+002	1.158846e-002	-3.073679e-001	4.841608e+000
4.027049946206953e+002	1.157707e-002	-2.904677e-001	4.850814e+000
4.031151470579371e+002	1.156552e-002	-2.735513e-001	4.859662e+000
4.035252994951790e+002	1.155382e-002	-2.566186e-001	4.868153e+000
4.039354519324208e+002	1.154197e-002	-2.396697e-001	4.876286e+000
4.043456043696626e+002	1.152997e-002	-2.227045e-001	4.884061e+000
4.047557568069044e+002	1.151782e-002	-2.057231e-001	4.891479e+000
4.051540498316575e+002	1.150588e-002	-1.892213e-001	4.898337e+000
4.055523428564106e+002	1.149380e-002	-1.727123e-001	4.904853e+000
4.059506358811636e+002	1.148158e-002	-1.561959e-001	4.911026e+000
4.063489289059167e+002	1.146922e-002	-1.396722e-001	4.916857e+000
4.067472219306698e+002	1.145673e-002	-1.231412e-001	4.922345e+000
4.071455149554229e+002	1.144410e-002	-1.066029e-001	4.927491e+000
4.075438079801759e+002	1.143134e-002	-9.005732e-002	4.932294e+000
4.079618357664092e+002	1.141779e-002	-7.268820e-002	4.936979e+000
4.083798635526424e+002	1.140411e-002	-5.531999e-002	4.941284e+000
4.087978913388757e+002	1.139027e-002	-3.795271e-002	4.945209e+000
4.092159191251089e+002	1.137630e-002	-2.058635e-002	4.948755e+000
4.096339469113422e+002	1.136218e-002	-3.220916e-003	4.951921e+000
4.100519746975754e+002	1.134791e-002	1.414360e-002	4.954708e+000
4.104700024838086e+002	1.133351e-002	3.150719e-002	4.957115e+000
4.108780311256115e+002	1.131931e-002	4.844986e-002	4.959098e+000
4.112860597674143e+002	1.130498e-002	6.538297e-002	4.960720e+000
4.116940884092172e+002	1.129052e-002	8.230652e-002	4.961980e+000
4.121021170510200e+002	1.127593e-002	9.922052e-002	4.962880e+000
4.125101456928229e+002	1.126121e-002	1.161250e-001	4.963418e+000
4.129181743346257e+002	1.124636e-002	1.330198e-001	4.963595e+000
4.133262029764285e+002	1.123139e-002	1.499052e-001	4.963411e+000
4.137341891030141e+002	1.121628e-002	1.667749e-001	4.962865e+000
4.141421752295996e+002	1.120106e-002	1.836265e-001	4.961956e+000
4.145501613561851e+002	1.118571e-002	2.004600e-001	4.960685e+000
4.149581474827707e+002	1.117024e-002	2.172753e-001	4.959051e+000
4.153661336093562e+002	1.115465e-002	2.340725e-001	4.957056e+000
4.157741197359418e+002	1.113893e-002	2.508515e-001	4.954698e+000
4.161821058625273e+002	1.112310e-002	2.676124e-001	4.951978e+000
4.165938641797917e+002	1.110699e-002	2.845061e-001	4.948875e+000
4.170056224970560e+002	1.109077e-002	3.013727e-001	4.945404e+000
4.174173808143204e+002	1.107444e-002	3.182122e-001	4.941567e+000
4.178291391315848e+002	1.105799e-002	3.350245e-001	4.937361e+000
4.182408974488492e+002	1.104142e-002	3.518098e-001	4.932789e+000
4.186526557661136e+002	1.102473e-002	3.685680e-001	4.927849e+000
4.190644140833780e+002	1.100793e-002	3.852990e-001	4.922543e+000
4.194765758734388e+002	1.099100e-002	4.020147e-001	4.916862e+000
4.198887376634997e+002	1.097397e-002	4.186948e-001	4.910818e+000
4.203008994535606e+002	1.095682e-002	4.353391e-001	4.904410e+000
4.207130612436215e+002	1.093957e-002	4.519478e-001	4.897638e+000
4.211252230336824e+002	1.092221e-002	4.685207e-001	4.890503e+000
4.215373848237433e+002	1.090474e-002	4.850580e-001	4.883004e+000
4.219495466138041e+002	1.088716e-002	5.015596e-001	4.875141e+000
4.223650225788721e+002	1.086934e-002	5.181530e-001	4.866845e+000
4.227804985439400e+002	1.085142e-002	5.347014e-001	4.858183e+000
4.231959745090080e+002	1.083340e-002	5.512048e-001	4.849154e+000
4.236114504740759e+002	1.081528e-002	5.676632e-001	4.839759e+000
4.240269264391439e+002	1.079706e-002	5.840765e-001	4.829998e+000
4.244424024042119e+002	1.077874e-002	6.004449e-001	4.819871e+000
4.248578783692798e+002	1.076031e-002	6.167681e-001	4.809378e+000
4.252645960377627e+002	1.074219e-002	6.326998e-001	4.798757e+000
4.256713137062454e+002	1.072398e-002	6.485802e-001	4.787790e+000
4.260780313747283e+002	1.070568e-002	6.644094e-001	4.776477e+000
4.264847490432111e+002	1.068729e-002	6.801872e-001	4.764818e+000
4.268914667116939e+002	1.066882e-002	6.959138e-001	4.752813e+000
4.272981843801767e+002	1.065026e-002	7.115890e-001	4.740463e+000
4.277049020486595e+002	1.063161e-002	7.272130e-001	4.727766e+000
4.281198145660904e+002	1.061251e-002	7.430950e-001	4.714461e+000
4.285347270835214e+002	1.059332e-002	7.589154e-001	4.700803e+000
4.289496396009524e+002	1.057406e-002	7.746744e-001	4.686793e+000
4.293645521183834e+002	1.055471e-002	7.903719e-001	4.672431e+000
4.297794646358143e+002	1.053528e-002	8.060079e-001	4.657716e+000
4.301943771532453e+002	1.051578e-002	8.215825e-001	4.642649e+000
4.306092896706762e+002	1.049619e-002	8.370955e-001	4.627230e+000
4.310093666776656e+002	1.047723e-002	8.519912e-001	4.612030e+000
4.314094436846551e+002	1.045821e-002	8.668221e-001	4.596509e+000
4.318095206916445e+002	1.043912e-002	8.815884e-001	4.580668e+000
4.322095976986338e+002	1.041997e-002	8.962900e-001	4.564505e+000
4.326096747056233e+002	1.040075e-002	9.109269e-001	4.548023e+000
4.330097517126127e+002	1.038146e-002	9.254992e-001	4.531219e+000
4.334098287196021e+002	1.036212e-002	9.400067e-001	4.514095e+000
4.338151835676204e+002	1.034245e-002	9.546370e-001	4.496426e+000
4.342205384156386e+002	1.032273e-002	9.691936e-001	4.478437e+000
4.346258932636569e+002	1.030295e-002	9.836766e-001	4.460127e+000
4.350312481116751e+002	1.028311e-002	9.980859e-001	4.441497e+000
4.354366029596934e+002	1.026322e-002	1.012421e+000	4.422547e+000
4.358419578077116e+002	1.024327e-002	1.026683e+000	4.403275e+000
4.362473126557298e+002	1.022326e-002	1.040872e+000	4.383684e+000
4.366591451591147e+002	1.020288e-002	1.055207e+000	4.363454e+000
4.370709776624996e+002	1.018245e-002	1.069460e+000	4.342905e+000
4.374828101658844e+002	1.016197e-002	1.083629e+000	4.322036e+000
4.378946426692692e+002	1.014145e-002	1.097715e+000	4.300847e+000
4.383064751726541e+002	1.012087e-002	1.111718e+000	4.279339e+000
4.387183076760389e+002	1.010025e-002	1.125637e+000	4.257511e+000
4.391301401794238e+002	1.007958e-002	1.139474e+000	4.235363e+000
4.395381763374816e+002	1.005905e-002	1.153096e+000	4.213108e+000
4.399462124955393e+002	1.003849e-002	1.166630e+000	4.190550e+000
4.403542486535971e+002	1.001790e-002	1.180075e+000	4.167689e+000
4.407622848116549e+002	9.997263e-003	1.193432e+000	4.144525e+000
4.411703209697127e+002	9.976592e-003	1.206699e+000	4.121057e+000
4.415783571277705e+002	9.955883e-003	1.219878e+000	4.097287e+000
4.419863932858282e+002	9.935138e-003	1.232968e+000	4.073214e+000
4.423997148243541e+002	9.914092e-003	1.246134e+000	4.048528e+000
4.428130363628801e+002	9.893019e-003	1.259203e+000	4.023543e+000
4.432263579014060e+002	9.871919e-003	1.272173e+000	3.998261e+000
4.436396794399319e+002	9.850791e-003	1.285046e+000	3.972680e+000
4.440530009784578e+002	9.829637e-003	1.297821e+000	3.946801e+000
4.444663225169838e+002	9.808455e-003	1.310498e+000	3.920623e+000
4.448796440555097e+002	9.787247e-003	1.323076e+000	3.894148e+000
4.452940758573808e+002	9.765960e-003	1.335588e+000	3.867309e+000
4.457085076592519e+002	9.744657e-003	1.347994e+000	3.840183e+000
4.461229394611230e+002	9.723338e-003	1.360295e+000	3.812772e+000
4.465373712629940e+002	9.702003e-003	1.372491e+000	3.785075e+000
4.469518030648652e+002	9.680652e-003	1.384582e+000	3.757093e+000
4.473662348667363e+002	9.659285e-003	1.396568e+000	3.728824e+000
4.477806666686074e+002	9.637902e-003	1.408449e+000	3.700269e+000
4.481944501167785e+002	9.616542e-003	1.420205e+000	3.671485e+000
4.486082335649496e+002	9.595178e-003	1.431850e+000	3.642430e+000
4.490220170131207e+002	9.573808e-003	1.443384e+000	3.613105e+000
4.494358004612918e+002	9.552434e-003	1.454807e+000	3.583510e+000
4.498495839094629e+002	9.531056e-003	1.466119e+000	3.553645e+000
4.502633673576340e+002	9.509672e-003	1.477320e+000	3.523510e+000
4.506771508058051e+002	9.488285e-003	1.488411e+000	3.493105e+000
4.510881583964051e+002	9.467040e-003	1.499315e+000	3.462646e+000
4.514991659870050e+002	9.445803e-003	1.510104e+000	3.431936e+000
4.519101735776049e+002	9.424572e-003	1.520778e+000	3.400975e+000
4.523211811682048e+002	9.403347e-003	1.531337e+000	3.369764e+000
4.527321887588047e+002	9.382129e-003	1.541781e+000	3.338302e+000
4.531431963494047e+002	9.360917e-003	1.552110e+000	3.306590e+000
4.535542039400046e+002	9.339712e-003	1.562324e+000	3.274627e+000
