time	V(a1)	V(vout)	V(vouts2)
1.394799170104707e+002	1.004687e-002	7.109657e-001	4.199770e+000
1.399010645745688e+002	1.002563e-002	7.267270e-001	4.176300e+000
1.403222121386670e+002	1.000434e-002	7.423882e-001	4.152501e+000
1.407433597027651e+002	9.983009e-003	7.579492e-001	4.128374e+000
1.411545085854534e+002	9.962149e-003	7.730405e-001	4.104508e+000
1.415656574681416e+002	9.941260e-003	7.880303e-001	4.080345e+000
1.419768063508298e+002	9.920340e-003	8.029186e-001	4.055883e+000
1.423879552335180e+002	9.899389e-003	8.177055e-001	4.031122e+000
1.427991041162062e+002	9.878409e-003	8.323908e-001	4.006063e+000
1.432102529988944e+002	9.857398e-003	8.469747e-001	3.980705e+000
1.436214018815826e+002	9.836356e-003	8.614570e-001	3.955049e+000
1.440149506497172e+002	9.816192e-003	8.752209e-001	3.930217e+000
1.444084994178518e+002	9.796011e-003	8.888855e-001	3.905121e+000
1.448020481859863e+002	9.775811e-003	9.024507e-001	3.879762e+000
1.451955969541209e+002	9.755593e-003	9.159165e-001	3.854139e+000
1.455891457222555e+002	9.735357e-003	9.292830e-001	3.828254e+000
1.459826944903900e+002	9.715104e-003	9.425502e-001	3.802104e+000
1.463762432585246e+002	9.694832e-003	9.557180e-001	3.775692e+000
1.467987863756364e+002	9.673052e-003	9.697477e-001	3.747059e+000
1.472213294927482e+002	9.651262e-003	9.836569e-001	3.718138e+000
1.476438726098600e+002	9.629463e-003	9.974455e-001	3.688929e+000
1.480664157269718e+002	9.607655e-003	1.011113e+000	3.659432e+000
1.484889588440836e+002	9.585837e-003	1.024661e+000	3.629646e+000
1.489115019611954e+002	9.564010e-003	1.038088e+000	3.599573e+000
1.493340450783072e+002	9.542174e-003	1.051394e+000	3.569211e+000
1.497430305118269e+002	9.521035e-003	1.064155e+000	3.539556e+000
1.501520159453466e+002	9.499899e-003	1.076798e+000	3.509649e+000
1.505610013788663e+002	9.478766e-003	1.089323e+000	3.479488e+000
1.509699868123860e+002	9.457634e-003	1.101730e+000	3.449074e+000
1.513789722459057e+002	9.436505e-003	1.114019e+000	3.418408e+000
1.517879576794254e+002	9.415379e-003	1.126190e+000	3.387488e+000
1.521969431129451e+002	9.394255e-003	1.138243e+000	3.356315e+000
1.526043086705632e+002	9.373221e-003	1.150128e+000	3.325020e+000
1.530116742281813e+002	9.352201e-003	1.161890e+000	3.293488e+000
1.534190397857994e+002	9.331194e-003	1.173530e+000	3.261720e+000
1.538264053434176e+002	9.310201e-003	1.185047e+000	3.229715e+000
1.542337709010357e+002	9.289220e-003	1.196440e+000	3.197474e+000
1.546411364586538e+002	9.268252e-003	1.207712e+000	3.164996e+000
1.550485020162719e+002	9.247297e-003	1.218860e+000	3.132281e+000
1.554616433265134e+002	9.226064e-003	1.230044e+000	3.098879e+000
1.558747846367550e+002	9.204855e-003	1.241096e+000	3.065250e+000
1.562879259469966e+002	9.183670e-003	1.252018e+000	3.031396e+000
1.567010672572381e+002	9.162510e-003	1.262808e+000	2.997315e+000
1.571142085674797e+002	9.141374e-003	1.273468e+000	2.963008e+000
1.575273498777212e+002	9.120263e-003	1.283996e+000	2.928475e+000
1.579404911879628e+002	9.099177e-003	1.294394e+000	2.893716e+000
1.583460075558394e+002	9.078509e-003	1.304469e+000	2.859388e+000
1.587515239237160e+002	9.057874e-003	1.314415e+000	2.824861e+000
1.591570402915926e+002	9.037274e-003	1.324232e+000	2.790134e+000
1.595625566594692e+002	9.016708e-003	1.333918e+000	2.755208e+000
1.599680730273458e+002	8.996176e-003	1.343475e+000	2.720083e+000
1.603735893952224e+002	8.975678e-003	1.352901e+000	2.684759e+000
1.607791057630990e+002	8.955214e-003	1.362198e+000	2.649235e+000
1.611741004683523e+002	8.935319e-003	1.371126e+000	2.614449e+000
1.615690951736056e+002	8.915466e-003	1.379928e+000	2.579490e+000
1.619640898788589e+002	8.895654e-003	1.388602e+000	2.544358e+000
1.623590845841123e+002	8.875885e-003	1.397149e+000	2.509054e+000
1.627540792893656e+002	8.856158e-003	1.405569e+000	2.473577e+000
1.631490739946189e+002	8.836472e-003	1.413863e+000	2.437928e+000
1.635440686998722e+002	8.816829e-003	1.422030e+000	2.402105e+000
1.639615999112455e+002	8.796115e-003	1.430524e+000	2.364062e+000
1.643791311226187e+002	8.775459e-003	1.438873e+000	2.325845e+000
1.647966623339919e+002	8.754861e-003	1.447076e+000	2.287454e+000
1.652141935453651e+002	8.734320e-003	1.455135e+000	2.248891e+000
1.656317247567384e+002	8.713837e-003	1.463048e+000	2.210155e+000
1.660492559681116e+002	8.693412e-003	1.470816e+000	2.171245e+000
1.664667871794848e+002	8.673044e-003	1.478439e+000	2.132162e+000
1.668686456053644e+002	8.653500e-003	1.485636e+000	2.094392e+000
1.672705040312441e+002	8.634020e-003	1.492696e+000	2.056481e+000
1.676723624571237e+002	8.614603e-003	1.499618e+000	2.018429e+000
1.680742208830033e+002	8.595250e-003	1.506404e+000	1.980235e+000
1.684760793088829e+002	8.575959e-003	1.513052e+000	1.941900e+000
1.688779377347626e+002	8.556732e-003	1.519563e+000	1.903424e+000
1.692797961606422e+002	8.537568e-003	1.525937e+000	1.864807e+000
1.696916695800382e+002	8.517998e-003	1.532326e+000	1.825090e+000
1.701035429994342e+002	8.498503e-003	1.538569e+000	1.785245e+000
1.705154164188301e+002	8.479086e-003	1.544664e+000	1.745272e+000
1.709272898382261e+002	8.459745e-003	1.550613e+000	1.705170e+000
1.713391632576221e+002	8.440480e-003	1.556416e+000	1.664941e+000
1.717510366770181e+002	8.421292e-003	1.562071e+000	1.624583e+000
1.721629100964141e+002	8.402180e-003	1.567580e+000	1.584097e+000
1.725803064098477e+002	8.382895e-003	1.573012e+000	1.542948e+000
1.729977027232814e+002	8.363699e-003	1.578292e+000	1.501690e+000
1.734150990367151e+002	8.344592e-003	1.583420e+000	1.460321e+000
1.738324953501487e+002	8.325574e-003	1.588394e+000	1.418843e+000
1.742498916635824e+002	8.306644e-003	1.593216e+000	1.377255e+000
1.746672879770160e+002	8.287804e-003	1.597886e+000	1.335557e+000
1.750846842904497e+002	8.269052e-003	1.602403e+000	1.293750e+000
1.755012667496789e+002	8.250431e-003	1.606758e+000	1.251925e+000
1.759178492089081e+002	8.231908e-003	1.610958e+000	1.210013e+000
1.763344316681373e+002	8.213484e-003	1.615006e+000	1.168014e+000
1.767510141273665e+002	8.195158e-003	1.618900e+000	1.125928e+000
1.771675965865957e+002	8.176930e-003	1.622641e+000	1.083755e+000
1.775841790458249e+002	8.158800e-003	1.626228e+000	1.041494e+000
1.780007615050541e+002	8.140769e-003	1.629663e+000	9.991469e-001
1.784046132812901e+002	8.123388e-003	1.632845e+000	9.580216e-001
1.788084650575261e+002	8.106108e-003	1.635881e+000	9.168353e-001
1.792123168337621e+002	8.088930e-003	1.638773e+000	8.755878e-001
1.796161686099981e+002	8.071853e-003	1.641520e+000	8.342793e-001
1.800200203862341e+002	8.054878e-003	1.644121e+000	7.929097e-001
1.804238721624701e+002	8.038004e-003	1.646577e+000	7.514791e-001
1.808277239387061e+002	8.021231e-003	1.648888e+000	7.099873e-001
1.812408597057701e+002	8.004181e-003	1.651102e+000	6.674891e-001
1.816539954728341e+002	7.987247e-003	1.653164e+000	6.249489e-001
1.820671312398981e+002	7.970428e-003	1.655074e+000	5.823669e-001
1.824802670069621e+002	7.953723e-003	1.656831e+000	5.397429e-001
1.828934027740261e+002	7.937134e-003	1.658437e+000	4.970770e-001
1.833065385410901e+002	7.920659e-003	1.659890e+000	4.543692e-001
1.837196743081541e+002	7.904300e-003	1.661191e+000	4.116195e-001
1.841315784042777e+002	7.888107e-003	1.662336e+000	3.689664e-001
1.845434825004013e+002	7.872037e-003	1.663329e+000	3.262939e-001
1.849553865965249e+002	7.856091e-003	1.664171e+000	2.836019e-001
1.853672906926484e+002	7.840266e-003	1.664863e+000	2.408904e-001
1.857791947887720e+002	7.824565e-003	1.665403e+000	1.981596e-001
1.861910988848956e+002	7.808986e-003	1.665792e+000	1.554092e-001
1.866030029810191e+002	7.793530e-003	1.666030e+000	1.126395e-001
1.868928581156127e+002	7.782731e-003	1.666107e+000	8.254019e-002
1.871827132502062e+002	7.771996e-003	1.666110e+000	5.244062e-002
1.874725683847997e+002	7.761324e-003	1.666038e+000	2.234077e-002
1.877624235193933e+002	7.750717e-003	1.665892e+000	-7.759357e-003
1.880522786539868e+002	7.740175e-003	1.665671e+000	-3.785977e-002
1.883421337885803e+002	7.729696e-003	1.665376e+000	-6.796046e-002
1.886319889231739e+002	7.719282e-003	1.665005e+000	-9.806143e-002
1.890396506070392e+002	7.704744e-003	1.664358e+000	-1.403939e-001
1.894473122909045e+002	7.690340e-003	1.663564e+000	-1.827084e-001
1.898549739747699e+002	7.676068e-003	1.662624e+000	-2.250049e-001
1.902626356586353e+002	7.661930e-003	1.661536e+000	-2.672835e-001
1.906702973425006e+002	7.647925e-003	1.660302e+000	-3.095441e-001
1.910779590263659e+002	7.634054e-003	1.658921e+000	-3.517869e-001
1.914856207102313e+002	7.620315e-003	1.657394e+000	-3.940116e-001
1.918957251293185e+002	7.606633e-003	1.655711e+000	-4.364608e-001
1.923058295484057e+002	7.593092e-003	1.653882e+000	-4.788701e-001
1.927159339674930e+002	7.579693e-003	1.651905e+000	-5.212394e-001
1.931260383865802e+002	7.566436e-003	1.649782e+000	-5.635687e-001
1.935361428056674e+002	7.553321e-003	1.647511e+000	-6.058581e-001
1.939462472247546e+002	7.540347e-003	1.645093e+000	-6.481075e-001
1.943563516438419e+002	7.527516e-003	1.642529e+000	-6.903170e-001
1.947052414846106e+002	7.516715e-003	1.640232e+000	-7.261841e-001
1.950541313253794e+002	7.506020e-003	1.637831e+000	-7.620079e-001
1.954030211661481e+002	7.495433e-003	1.635325e+000	-7.977883e-001
1.957519110069169e+002	7.484953e-003	1.632714e+000	-8.335253e-001
1.961008008476856e+002	7.474580e-003	1.629998e+000	-8.692189e-001
1.964496906884544e+002	7.464315e-003	1.627177e+000	-9.048690e-001
1.967985805292231e+002	7.454156e-003	1.624252e+000	-9.404758e-001
1.972079210493760e+002	7.442376e-003	1.620685e+000	-9.821894e-001
1.976172615695290e+002	7.430748e-003	1.616977e+000	-1.023823e+000
1.980266020896819e+002	7.419274e-003	1.613126e+000	-1.065378e+000
1.984359426098348e+002	7.407953e-003	1.609134e+000	-1.106853e+000
1.988452831299877e+002	7.396785e-003	1.605000e+000	-1.148248e+000
1.992546236501406e+002	7.385770e-003	1.600724e+000	-1.189564e+000
1.996639641702935e+002	7.374908e-003	1.596305e+000	-1.230800e+000
2.000711673408741e+002	7.364257e-003	1.591770e+000	-1.271732e+000
2.004783705114547e+002	7.353764e-003	1.587097e+000	-1.312563e+000
2.008855736820353e+002	7.343427e-003	1.582286e+000	-1.353294e+000
2.012927768526159e+002	7.333247e-003	1.577337e+000	-1.393926e+000
2.016999800231965e+002	7.323224e-003	1.572250e+000	-1.434457e+000
2.021071831937771e+002	7.313358e-003	1.567025e+000	-1.474888e+000
2.025143863643577e+002	7.303649e-003	1.561662e+000	-1.515219e+000
2.029295118991162e+002	7.293915e-003	1.556058e+000	-1.556224e+000
2.033446374338748e+002	7.284350e-003	1.550313e+000	-1.597105e+000
2.037597629686333e+002	7.274953e-003	1.544429e+000	-1.637860e+000
2.041748885033919e+002	7.265724e-003	1.538405e+000	-1.678489e+000
2.045900140381504e+002	7.256663e-003	1.532241e+000	-1.718994e+000
2.050051395729090e+002	7.247770e-003	1.525938e+000	-1.759373e+000
2.054202651076675e+002	7.239045e-003	1.519494e+000	-1.799627e+000
2.058289930377250e+002	7.230622e-003	1.513015e+000	-1.839126e+000
2.062377209677826e+002	7.222366e-003	1.506405e+000	-1.878484e+000
2.066464488978401e+002	7.214278e-003	1.499663e+000	-1.917701e+000
2.070551768278976e+002	7.206357e-003	1.492791e+000	-1.956777e+000
2.074639047579552e+002	7.198603e-003	1.485787e+000	-1.995711e+000
2.078726326880127e+002	7.191017e-003	1.478652e+000	-2.034503e+000
2.082813606180702e+002	7.183598e-003	1.471386e+000	-2.073154e+000
2.086884316695657e+002	7.176378e-003	1.464020e+000	-2.111498e+000
2.090955027210612e+002	7.169328e-003	1.456529e+000	-2.149681e+000
2.095025737725567e+002	7.162448e-003	1.448911e+000	-2.187703e+000
2.099096448240522e+002	7.155737e-003	1.441166e+000	-2.225565e+000
2.103167158755476e+002	7.149197e-003	1.433295e+000	-2.263265e+000
2.107237869270431e+002	7.142826e-003	1.425298e+000	-2.300806e+000
2.111308579785386e+002	7.136624e-003	1.417175e+000	-2.338185e+000
2.115505168842107e+002	7.130411e-003	1.408674e+000	-2.376549e+000
2.119701757898828e+002	7.124382e-003	1.400044e+000	-2.414722e+000
2.123898346955548e+002	7.118536e-003	1.391285e+000	-2.452703e+000
2.128094936012269e+002	7.112874e-003	1.382397e+000	-2.490494e+000
2.132291525068990e+002	7.107396e-003	1.373380e+000	-2.528093e+000
2.136488114125711e+002	7.102102e-003	1.364234e+000	-2.565502e+000
2.140684703182432e+002	7.096991e-003	1.354958e+000	-2.602719e+000
2.144791957188709e+002	7.092169e-003	1.345758e+000	-2.638949e+000
2.148899211194987e+002	7.087526e-003	1.336440e+000	-2.674977e+000
2.153006465201265e+002	7.083061e-003	1.327004e+000	-2.710805e+000
2.157113719207543e+002	7.078775e-003	1.317450e+000	-2.746431e+000
2.161220973213820e+002	7.074668e-003	1.307779e+000	-2.781856e+000
2.165328227220098e+002	7.070739e-003	1.297989e+000	-2.817080e+000
2.169435481226376e+002	7.066988e-003	1.288082e+000	-2.852103e+000
2.173388979157671e+002	7.063548e-003	1.278437e+000	-2.885615e+000
2.177342477088966e+002	7.060276e-003	1.268687e+000	-2.918923e+000
2.181295975020261e+002	7.057170e-003	1.258833e+000	-2.952027e+000
2.185249472951556e+002	7.054232e-003	1.248874e+000	-2.984928e+000
2.189202970882851e+002	7.051461e-003	1.238811e+000	-3.017624e+000
2.193156468814146e+002	7.048857e-003	1.228643e+000	-3.050116e+000
2.197109966745441e+002	7.046421e-003	1.218370e+000	-3.082403e+000
2.201392555124052e+002	7.043971e-003	1.207132e+000	-3.117151e+000
2.205675143502662e+002	7.041719e-003	1.195778e+000	-3.151641e+000
2.209957731881273e+002	7.039665e-003	1.184308e+000	-3.185872e+000
2.214240320259884e+002	7.037808e-003	1.172722e+000	-3.219846e+000
2.218522908638495e+002	7.036148e-003	1.161020e+000	-3.253562e+000
2.222805497017106e+002	7.034687e-003	1.149202e+000	-3.287020e+000
2.227088085395717e+002	7.033423e-003	1.137268e+000	-3.320220e+000
2.231248620217305e+002	7.032384e-003	1.125567e+000	-3.352217e+000
2.235409155038892e+002	7.031533e-003	1.113763e+000	-3.383954e+000
2.239569689860480e+002	7.030869e-003	1.101858e+000	-3.415432e+000
2.243730224682068e+002	7.030393e-003	1.089851e+000	-3.446650e+000
2.247890759503655e+002	7.030103e-003	1.077741e+000	-3.477608e+000
2.252051294325243e+002	7.030000e-003	1.065529e+000	-3.508307e+000
2.256211829146831e+002	7.030085e-003	1.053216e+000	-3.538745e+000
2.260381750439725e+002	7.030358e-003	1.040775e+000	-3.568985e+000
2.264551671732619e+002	7.030818e-003	1.028239e+000	-3.598946e+000
2.268721593025513e+002	7.031467e-003	1.015607e+000	-3.628629e+000
2.272891514318407e+002	7.032303e-003	1.002879e+000	-3.658034e+000
2.277061435611302e+002	7.033327e-003	9.900550e-001	-3.687160e+000
2.281231356904196e+002	7.034539e-003	9.771353e-001	-3.716008e+000
2.285401278197090e+002	7.035939e-003	9.641198e-001	-3.744578e+000
2.289629851804311e+002	7.037550e-003	9.508296e-001	-3.773266e+000
2.293858425411532e+002	7.039354e-003	9.374487e-001	-3.801652e+000
2.298086999018754e+002	7.041350e-003	9.239771e-001	-3.829737e+000
2.302315572625975e+002	7.043538e-003	9.104148e-001	-3.857521e+000
2.306544146233196e+002	7.045919e-003	8.967618e-001	-3.885004e+000
2.310772719840418e+002	7.048492e-003	8.830181e-001	-3.912185e+000
2.315001293447639e+002	7.051257e-003	8.691837e-001	-3.939065e+000
2.319038152709953e+002	7.054076e-003	8.558958e-001	-3.964437e+000
2.323075011972267e+002	7.057069e-003	8.425325e-001	-3.989521e+000
2.327111871234581e+002	7.060236e-003	8.290939e-001	-4.014318e+000
2.331148730496895e+002	7.063577e-003	8.155800e-001	-4.038826e+000
2.335185589759209e+002	7.067092e-003	8.019907e-001	-4.063047e+000
2.339222449021523e+002	7.070780e-003	7.883260e-001	-4.086981e+000
2.343259308283837e+002	7.074643e-003	7.745860e-001	-4.110626e+000
2.347610780166651e+002	7.079001e-003	7.596962e-001	-4.135793e+000
2.351962252049466e+002	7.083558e-003	7.447276e-001	-4.160612e+000
2.356313723932280e+002	7.088315e-003	7.296803e-001	-4.185082e+000
2.360665195815095e+002	7.093272e-003	7.145543e-001	-4.209204e+000
2.365016667697909e+002	7.098429e-003	6.993495e-001	-4.232978e+000
2.369368139580724e+002	7.103785e-003	6.840659e-001	-4.256404e+000
2.373719611463538e+002	7.109341e-003	6.687036e-001	-4.279481e+000
2.376825274928920e+002	7.113427e-003	6.576954e-001	-4.295733e+000
2.379930938394301e+002	7.117613e-003	6.466511e-001	-4.311800e+000
2.383036601859683e+002	7.121900e-003	6.355707e-001	-4.327684e+000
2.386142265325065e+002	7.126287e-003	6.244543e-001	-4.343383e+000
2.389247928790447e+002	7.130775e-003	6.133019e-001	-4.358899e+000
2.392353592255828e+002	7.135363e-003	6.021134e-001	-4.374230e+000
2.395459255721210e+002	7.140051e-003	5.908889e-001	-4.389377e+000
2.397195071205009e+002	7.142714e-003	5.846040e-001	-4.397778e+000
2.401259411700969e+002	7.149073e-003	5.698383e-001	-4.417192e+000
2.405323752196929e+002	7.155601e-003	5.550187e-001	-4.436284e+000
2.409388092692888e+002	7.162297e-003	5.401451e-001	-4.455054e+000
2.413452433188848e+002	7.169163e-003	5.252176e-001	-4.473502e+000
2.417516773684808e+002	7.176197e-003	5.102362e-001	-4.491628e+000
2.421581114180767e+002	7.183400e-003	4.952008e-001	-4.509432e+000
2.425645454676727e+002	7.190772e-003	4.801114e-001	-4.526914e+000
2.429638593089593e+002	7.198177e-003	4.652370e-001	-4.543765e+000
2.433631731502459e+002	7.205742e-003	4.503182e-001	-4.560296e+000
2.437624869915325e+002	7.213466e-003	4.353549e-001	-4.576507e+000
2.441618008328191e+002	7.221350e-003	4.203472e-001	-4.592398e+000
2.445611146741057e+002	7.229393e-003	4.052950e-001	-4.607968e+000
2.449604285153924e+002	7.237595e-003	3.901985e-001	-4.623219e+000
2.453597423566790e+002	7.245956e-003	3.750575e-001	-4.638150e+000
2.457884740190071e+002	7.255109e-003	3.587563e-001	-4.653826e+000
2.462172056813352e+002	7.264440e-003	3.424130e-001	-4.669125e+000
2.466459373436633e+002	7.273951e-003	3.260277e-001	-4.684045e+000
2.470746690059914e+002	7.283640e-003	3.096004e-001	-4.698586e+000
2.475034006683196e+002	7.293508e-003	2.931311e-001	-4.712750e+000
2.479321323306477e+002	7.303554e-003	2.766198e-001	-4.726535e+000
2.483608639929758e+002	7.313780e-003	2.600664e-001	-4.739942e+000
2.487751793986166e+002	7.323828e-003	2.440349e-001	-4.752535e+000
2.491894948042574e+002	7.334039e-003	2.279732e-001	-4.764770e+000
2.496038102098983e+002	7.344410e-003	2.118815e-001	-4.776646e+000
2.500181256155391e+002	7.354944e-003	1.957596e-001	-4.788163e+000
2.504324410211799e+002	7.365639e-003	1.796076e-001	-4.799322e+000
2.508467564268207e+002	7.376495e-003	1.634256e-001	-4.810121e+000
2.512610718324615e+002	7.387513e-003	1.472134e-001	-4.820562e+000
2.516635212062587e+002	7.398368e-003	1.314409e-001	-4.830355e+000
2.520659705800558e+002	7.409370e-003	1.156482e-001	-4.839802e+000
2.524684199538529e+002	7.420518e-003	9.983541e-002	-4.848903e+000
2.528708693276501e+002	7.431814e-003	8.400245e-002	-4.857659e+000
2.532733187014472e+002	7.443257e-003	6.814933e-002	-4.866070e+000
2.536757680752443e+002	7.454846e-003	5.227606e-002	-4.874135e+000
2.540782174490415e+002	7.466583e-003	3.638264e-002	-4.881855e+000
2.545114677772971e+002	7.479380e-003	1.925521e-002	-4.889794e+000
2.549447181055528e+002	7.492340e-003	2.114314e-003	-4.897329e+000
2.553779684338085e+002	7.505463e-003	-1.504004e-002	-4.904459e+000
2.558112187620641e+002	7.518750e-003	-3.220785e-002	-4.911185e+000
2.562444690903198e+002	7.532200e-003	-4.938912e-002	-4.917506e+000
2.566777194185755e+002	7.545814e-003	-6.658385e-002	-4.923422e+000
2.571109697468311e+002	7.559591e-003	-8.379205e-002	-4.928933e+000
2.574807292584114e+002	7.571474e-003	-9.848413e-002	-4.933312e+000
2.578504887699917e+002	7.583471e-003	-1.131789e-001	-4.937397e+000
2.582202482815720e+002	7.595581e-003	-1.278765e-001	-4.941188e+000
2.585900077931524e+002	7.607806e-003	-1.425768e-001	-4.944684e+000
2.589597673047327e+002	7.620144e-003	-1.572798e-001	-4.947885e+000
2.593295268163130e+002	7.632595e-003	-1.719856e-001	-4.950793e+000
2.596992863278933e+002	7.645160e-003	-1.866941e-001	-4.953405e+000
2.601111653966568e+002	7.659288e-003	-2.030782e-001	-4.955960e+000
2.605230444654203e+002	7.673550e-003	-2.194573e-001	-4.958146e+000
2.609349235341838e+002	7.687946e-003	-2.358313e-001	-4.959964e+000
2.613468026029474e+002	7.702476e-003	-2.522003e-001	-4.961413e+000
2.617586816717109e+002	7.717139e-003	-2.685642e-001	-4.962495e+000
2.621705607404744e+002	7.731937e-003	-2.849232e-001	-4.963208e+000
2.625824398092379e+002	7.746869e-003	-3.012770e-001	-4.963553e+000
2.630189205721890e+002	7.762835e-003	-3.185979e-001	-4.963518e+000
2.634554013351401e+002	7.778943e-003	-3.359029e-001	-4.963070e+000
2.638918820980912e+002	7.795193e-003	-3.531921e-001	-4.962207e+000
2.643283628610422e+002	7.811583e-003	-3.704653e-001	-4.960931e+000
2.647648436239933e+002	7.828116e-003	-3.877227e-001	-4.959240e+000
2.652013243869444e+002	7.844790e-003	-4.049643e-001	-4.957136e+000
2.656378051498954e+002	7.861605e-003	-4.221900e-001	-4.954618e+000
2.660486227913261e+002	7.877556e-003	-4.383830e-001	-4.951867e+000
2.664594404327568e+002	7.893625e-003	-4.545530e-001	-4.948752e+000
2.668702580741875e+002	7.909810e-003	-4.707000e-001	-4.945273e+000
2.672810757156182e+002	7.926112e-003	-4.868239e-001	-4.941429e+000
2.676918933570489e+002	7.942530e-003	-5.029249e-001	-4.937220e+000
2.681027109984796e+002	7.959066e-003	-5.190028e-001	-4.932647e+000
2.685135286399103e+002	7.975718e-003	-5.350578e-001	-4.927710e+000
2.689230449961236e+002	7.992430e-003	-5.510346e-001	-4.922424e+000
2.693325613523368e+002	8.009250e-003	-5.669797e-001	-4.916777e+000
2.697420777085501e+002	8.026177e-003	-5.828933e-001	-4.910768e+000
2.701515940647633e+002	8.043212e-003	-5.987751e-001	-4.904397e+000
2.705611104209766e+002	8.060354e-003	-6.146253e-001	-4.897664e+000
2.709706267771899e+002	8.077604e-003	-6.304439e-001	-4.890570e+000
2.713801431334031e+002	8.094962e-003	-6.462308e-001	-4.883114e+000
2.718003026481816e+002	8.112878e-003	-6.623924e-001	-4.875106e+000
2.722204621629602e+002	8.130897e-003	-6.785119e-001	-4.866722e+000
2.726406216777387e+002	8.149021e-003	-6.945891e-001	-4.857961e+000
2.730607811925172e+002	8.167248e-003	-7.106241e-001	-4.848824e+000
2.734809407072957e+002	8.185578e-003	-7.266168e-001	-4.839311e+000
2.739011002220743e+002	8.204013e-003	-7.425673e-001	-4.829421e+000
2.743212597368528e+002	8.222551e-003	-7.584755e-001	-4.819154e+000
2.747298515724485e+002	8.240673e-003	-7.739005e-001	-4.808811e+000
2.751384434080442e+002	8.258884e-003	-7.892774e-001	-4.798120e+000
2.755470352436399e+002	8.277184e-003	-8.046063e-001	-4.787080e+000
2.759556270792355e+002	8.295572e-003	-8.198871e-001	-4.775691e+000
2.763642189148312e+002	8.314050e-003	-8.351199e-001	-4.763953e+000
2.767728107504269e+002	8.332616e-003	-8.503046e-001	-4.751867e+000
2.771814025860226e+002	8.351270e-003	-8.654413e-001	-4.739433e+000
2.775814803933541e+002	8.369617e-003	-8.802116e-001	-4.726920e+000
2.779815582006855e+002	8.388040e-003	-8.949279e-001	-4.714077e+000
2.783816360080170e+002	8.406539e-003	-9.095902e-001	-4.700904e+000
2.787817138153484e+002	8.425114e-003	-9.241985e-001	-4.687401e+000
2.791817916226798e+002	8.443765e-003	-9.387529e-001	-4.673569e+000
2.795818694300113e+002	8.462492e-003	-9.532533e-001	-4.659408e+000
2.799819472373428e+002	8.481295e-003	-9.676997e-001	-4.644916e+000
2.804034060024133e+002	8.501180e-003	-9.828579e-001	-4.629307e+000
2.808248647674838e+002	8.521139e-003	-9.979480e-001	-4.613340e+000
2.812463235325543e+002	8.541172e-003	-1.012970e+000	-4.597015e+000
2.816677822976248e+002	8.561279e-003	-1.027923e+000	-4.580333e+000
2.820892410626953e+002	8.581460e-003	-1.042809e+000	-4.563294e+000
2.825106998277659e+002	8.601715e-003	-1.057626e+000	-4.545896e+000
2.829321585928363e+002	8.622043e-003	-1.072374e+000	-4.528141e+000
2.833382102717183e+002	8.641692e-003	-1.086515e+000	-4.510701e+000
2.837442619506003e+002	8.661400e-003	-1.100585e+000	-4.492938e+000
2.841503136294822e+002	8.681166e-003	-1.114584e+000	-4.474854e+000
2.845563653083642e+002	8.700990e-003	-1.128513e+000	-4.456448e+000
2.849624169872462e+002	8.720873e-003	-1.142371e+000	-4.437720e+000
2.853684686661281e+002	8.740814e-003	-1.156158e+000	-4.418671e+000
2.857745203450101e+002	8.760814e-003	-1.169875e+000	-4.399301e+000
2.861696771007402e+002	8.780328e-003	-1.183151e+000	-4.380142e+000
2.865648338564704e+002	8.799887e-003	-1.196354e+000	-4.360687e+000
2.869599906122005e+002	8.819493e-003	-1.209483e+000	-4.340937e+000
2.873551473679307e+002	8.839145e-003	-1.222538e+000	-4.320890e+000
2.877503041236608e+002	8.858843e-003	-1.235520e+000	-4.300547e+000
2.881454608793910e+002	8.878586e-003	-1.248427e+000	-4.279908e+000
2.885406176351211e+002	8.898376e-003	-1.261261e+000	-4.258973e+000
2.889573711432409e+002	8.919291e-003	-1.274713e+000	-4.236580e+000
2.893741246513607e+002	8.940247e-003	-1.288077e+000	-4.213869e+000
2.897908781594805e+002	8.961242e-003	-1.301351e+000	-4.190840e+000
2.902076316676004e+002	8.982278e-003	-1.314535e+000	-4.167493e+000
2.906243851757203e+002	9.003355e-003	-1.327630e+000	-4.143829e+000
2.910411386838401e+002	9.024471e-003	-1.340636e+000	-4.119846e+000
2.914578921919599e+002	9.045628e-003	-1.353553e+000	-4.095546e+000
2.918596418984830e+002	9.066056e-003	-1.365916e+000	-4.071825e+000
2.922613916050061e+002	9.086510e-003	-1.378189e+000	-4.047820e+000
2.926631413115291e+002	9.106992e-003	-1.390373e+000	-4.023531e+000
2.930648910180522e+002	9.127501e-003	-1.402467e+000	-3.998960e+000
2.934666407245752e+002	9.148036e-003	-1.414472e+000	-3.974105e+000
2.938683904310983e+002	9.168599e-003	-1.426388e+000	-3.948967e+000
2.942701401376214e+002	9.189188e-003	-1.438214e+000	-3.923546e+000
2.946791968794666e+002	9.210176e-003	-1.450160e+000	-3.897378e+000
2.950882536213119e+002	9.231180e-003	-1.462007e+000	-3.870929e+000
2.954973103631572e+002	9.252202e-003	-1.473755e+000	-3.844199e+000
2.959063671050025e+002	9.273241e-003	-1.485403e+000	-3.817189e+000
2.963154238468478e+002	9.294297e-003	-1.496953e+000	-3.789898e+000
