time	V(a1)	V(vout)	V(vouts2)	V(n001)
9.775625107879774e+000	9.997047e-003	-3.545633e+000	-2.772271e+000	1.000169e-002
9.870331224350458e+000	1.000534e-002	-3.545456e+000	-2.759551e+000	1.000648e-002
9.965037340821143e+000	1.001363e-002	-3.545276e+000	-2.746208e+000	1.001127e-002
1.005974345729183e+001	1.002191e-002	-3.545093e+000	-2.732241e+000	1.001606e-002
1.015444957376251e+001	1.003019e-002	-3.544907e+000	-2.717650e+000	1.002084e-002
1.024915569023319e+001	1.003845e-002	-3.544717e+000	-2.702435e+000	1.002562e-002
1.053512171132383e+001	1.006168e-002	-3.544132e+000	-2.656251e+000	1.004006e-002
1.080042772161936e+001	1.008070e-002	-3.543565e+000	-2.613212e+000	1.005343e-002
1.096681201170081e+001	1.009109e-002	-3.543195e+000	-2.587226e+000	1.006180e-002
1.107894740533395e+001	1.009736e-002	-3.542939e+000	-2.570503e+000	1.006744e-002
1.118425080210306e+001	1.010269e-002	-3.542694e+000	-2.555460e+000	1.007274e-002
1.128716673211770e+001	1.010738e-002	-3.542451e+000	-2.541665e+000	1.007791e-002
1.145421064984630e+001	1.011393e-002	-3.542044e+000	-2.521495e+000	1.008630e-002
1.172150316338162e+001	1.012187e-002	-3.541375e+000	-2.493439e+000	1.009971e-002
1.188846381043816e+001	1.012549e-002	-3.540944e+000	-2.478727e+000	1.010808e-002
1.200623612299468e+001	1.012755e-002	-3.540633e+000	-2.470125e+000	1.011398e-002
1.209298311753272e+001	1.012887e-002	-3.540400e+000	-2.464692e+000	1.011832e-002
1.226187158122992e+001	1.013110e-002	-3.539936e+000	-2.456096e+000	1.012676e-002
1.243721463636171e+001	1.013320e-002	-3.539441e+000	-2.449534e+000	1.013552e-002
1.273214424611261e+001	1.013714e-002	-3.538576e+000	-2.442626e+000	1.015024e-002
1.302249661022821e+001	1.014277e-002	-3.537696e+000	-2.437911e+000	1.016470e-002
1.316632180140926e+001	1.014657e-002	-3.537249e+000	-2.435695e+000	1.017186e-002
1.326994831972331e+001	1.014982e-002	-3.536921e+000	-2.433914e+000	1.017701e-002
1.334709765089565e+001	1.015255e-002	-3.536673e+000	-2.432343e+000	1.018084e-002
1.343464554926975e+001	1.015597e-002	-3.536389e+000	-2.430210e+000	1.018519e-002
1.353606580028438e+001	1.016037e-002	-3.536056e+000	-2.427269e+000	1.019023e-002
1.362053410964523e+001	1.016442e-002	-3.535776e+000	-2.424362e+000	1.019442e-002
1.369898408109877e+001	1.016848e-002	-3.535513e+000	-2.421120e+000	1.019831e-002
1.382662168774411e+001	1.017572e-002	-3.535078e+000	-2.414574e+000	1.020463e-002
1.403294160530098e+001	1.018899e-002	-3.534362e+000	-2.400791e+000	1.021484e-002
1.431689890087716e+001	1.021005e-002	-3.533355e+000	-2.376872e+000	1.022888e-002
1.444085661369621e+001	1.022006e-002	-3.532907e+000	-2.364322e+000	1.023500e-002
1.453170454997715e+001	1.022763e-002	-3.532573e+000	-2.353870e+000	1.023948e-002
1.468641820725536e+001	1.024086e-002	-3.531996e+000	-2.334213e+000	1.024710e-002
1.493256983172512e+001	1.026230e-002	-3.531057e+000	-2.298934e+000	1.025922e-002
1.526002672033551e+001	1.029017e-002	-3.529763e+000	-2.246293e+000	1.027530e-002
1.554625905607282e+001	1.031249e-002	-3.528599e+000	-2.198345e+000	1.028934e-002
1.575921558918667e+001	1.032716e-002	-3.527710e+000	-2.162741e+000	1.029976e-002
1.599839130008972e+001	1.034124e-002	-3.526683e+000	-2.124604e+000	1.031144e-002
1.615730082321263e+001	1.034908e-002	-3.525985e+000	-2.101125e+000	1.031919e-002
1.627435101903656e+001	1.035407e-002	-3.525461e+000	-2.085204e+000	1.032490e-002
1.646393016869814e+001	1.036079e-002	-3.524596e+000	-2.062236e+000	1.033412e-002
1.676491163137709e+001	1.036837e-002	-3.523196e+000	-2.030799e+000	1.034875e-002
1.705944983566231e+001	1.037301e-002	-3.521781e+000	-2.007988e+000	1.036303e-002
1.720996454184126e+001	1.037436e-002	-3.521038e+000	-2.000408e+000	1.037031e-002
1.736047924802022e+001	1.037601e-002	-3.520283e+000	-1.993779e+000	1.037759e-002
1.751099395419917e+001	1.037795e-002	-3.519518e+000	-1.988100e+000	1.038485e-002
1.766150866037812e+001	1.038018e-002	-3.518741e+000	-1.983372e+000	1.039211e-002
1.781202336655708e+001	1.038270e-002	-3.517953e+000	-1.979593e+000	1.039936e-002
1.796253807273603e+001	1.038551e-002	-3.517154e+000	-1.976765e+000	1.040660e-002
1.811305277891498e+001	1.038862e-002	-3.516345e+000	-1.974887e+000	1.041383e-002
1.834771905553921e+001	1.039681e-002	-3.515058e+000	-1.970478e+000	1.042509e-002
1.858238533216344e+001	1.040712e-002	-3.513744e+000	-1.961557e+000	1.043632e-002
1.881705160878767e+001	1.041954e-002	-3.512403e+000	-1.948125e+000	1.044753e-002
1.905171788541190e+001	1.043408e-002	-3.511036e+000	-1.930183e+000	1.045872e-002
1.928638416203613e+001	1.045073e-002	-3.509643e+000	-1.907730e+000	1.046989e-002
1.952105043866036e+001	1.046950e-002	-3.508222e+000	-1.880767e+000	1.048103e-002
1.975571671528459e+001	1.049039e-002	-3.506775e+000	-1.849292e+000	1.049215e-002
1.988380146915117e+001	1.050158e-002	-3.505971e+000	-1.829205e+000	1.049820e-002
2.001188622301775e+001	1.051239e-002	-3.505159e+000	-1.808702e+000	1.050426e-002
2.013997097688433e+001	1.052283e-002	-3.504339e+000	-1.787781e+000	1.051030e-002
2.026805573075091e+001	1.053290e-002	-3.503512e+000	-1.766443e+000	1.051634e-002
2.039614048461749e+001	1.054259e-002	-3.502676e+000	-1.744688e+000	1.052237e-002
2.052422523848407e+001	1.055191e-002	-3.501832e+000	-1.722516e+000	1.052839e-002
2.065230999235065e+001	1.056085e-002	-3.500980e+000	-1.699927e+000	1.053440e-002
2.089570636647369e+001	1.057531e-002	-3.499332e+000	-1.659536e+000	1.054581e-002
2.109494748986810e+001	1.058506e-002	-3.497957e+000	-1.628831e+000	1.055513e-002
2.120394969268480e+001	1.058957e-002	-3.497195e+000	-1.613337e+000	1.056022e-002
2.138072141381322e+001	1.059570e-002	-3.495941e+000	-1.590722e+000	1.056847e-002
2.166267592478697e+001	1.060268e-002	-3.493912e+000	-1.559076e+000	1.058158e-002
2.178844090715904e+001	1.060486e-002	-3.492995e+000	-1.546969e+000	1.058742e-002
2.195845845763830e+001	1.060711e-002	-3.491736e+000	-1.533606e+000	1.059531e-002
2.212136499317639e+001	1.060874e-002	-3.490513e+000	-1.523409e+000	1.060284e-002
2.233086671009448e+001	1.061048e-002	-3.488916e+000	-1.513312e+000	1.061252e-002
2.301756475282341e+001	1.061987e-002	-3.483507e+000	-1.494084e+000	1.064409e-002
2.318730038779417e+001	1.062441e-002	-3.482129e+000	-1.489762e+000	1.065186e-002
2.334831440108360e+001	1.062988e-002	-3.480805e+000	-1.484653e+000	1.065921e-002
2.346343349074398e+001	1.063453e-002	-3.479851e+000	-1.480175e+000	1.066446e-002
2.356997486835325e+001	1.063939e-002	-3.478960e+000	-1.475312e+000	1.066932e-002
2.367883908893396e+001	1.064492e-002	-3.478043e+000	-1.469309e+000	1.067427e-002
2.385539065815561e+001	1.065505e-002	-3.476540e+000	-1.457028e+000	1.068229e-002
2.413701529357096e+001	1.067392e-002	-3.474114e+000	-1.433003e+000	1.069504e-002
2.425620590293466e+001	1.068276e-002	-3.473077e+000	-1.420938e+000	1.070043e-002
2.434389839959354e+001	1.068952e-002	-3.472307e+000	-1.410857e+000	1.070439e-002
2.442488609451222e+001	1.069593e-002	-3.471591e+000	-1.400854e+000	1.070804e-002
2.449980736509515e+001	1.070196e-002	-3.470926e+000	-1.391050e+000	1.071142e-002
2.457810086273387e+001	1.070836e-002	-3.470227e+000	-1.380212e+000	1.071494e-002
2.469598416608980e+001	1.071810e-002	-3.469168e+000	-1.362988e+000	1.072024e-002
2.480570558192989e+001	1.072720e-002	-3.468176e+000	-1.346128e+000	1.072517e-002
2.508804071248535e+001	1.075021e-002	-3.465586e+000	-1.299192e+000	1.073782e-002
2.548479134209763e+001	1.077956e-002	-3.461880e+000	-1.229873e+000	1.075552e-002
2.573128021964271e+001	1.079487e-002	-3.459526e+000	-1.187156e+000	1.076647e-002
2.592504181751802e+001	1.080496e-002	-3.457648e+000	-1.155414e+000	1.077506e-002
2.614580080701347e+001	1.081423e-002	-3.455480e+000	-1.122104e+000	1.078482e-002
2.631725304491612e+001	1.081983e-002	-3.453771e+000	-1.099457e+000	1.079238e-002
2.659121138321161e+001	1.082611e-002	-3.451010e+000	-1.067407e+000	1.080442e-002
2.679650726160527e+001	1.082903e-002	-3.448912e+000	-1.047710e+000	1.081342e-002
2.703060679949059e+001	1.083108e-002	-3.446482e+000	-1.030743e+000	1.082365e-002
2.732071441563030e+001	1.083275e-002	-3.443421e+000	-1.015836e+000	1.083628e-002
2.745147444447832e+001	1.083324e-002	-3.442022e+000	-1.011687e+000	1.084196e-002
2.758223447332633e+001	1.083425e-002	-3.440614e+000	-1.007614e+000	1.084763e-002
2.771299450217435e+001	1.083577e-002	-3.439195e+000	-1.003616e+000	1.085329e-002
2.784375453102237e+001	1.083782e-002	-3.437765e+000	-9.996938e-001	1.085894e-002
2.797451455987038e+001	1.084039e-002	-3.436325e+000	-9.958467e-001	1.086457e-002
2.810527458871840e+001	1.084347e-002	-3.434875e+000	-9.920749e-001	1.087020e-002
2.823603461756641e+001	1.084708e-002	-3.433414e+000	-9.883785e-001	1.087582e-002
2.852815881270229e+001	1.085843e-002	-3.430112e+000	-9.758157e-001	1.088833e-002
2.882606735515257e+001	1.087413e-002	-3.426686e+000	-9.557261e-001	1.090104e-002
2.918607355523265e+001	1.089802e-002	-3.422487e+000	-9.224951e-001	1.091632e-002
2.946122508629336e+001	1.091888e-002	-3.419219e+000	-8.880314e-001	1.092795e-002
2.962355879301439e+001	1.093230e-002	-3.417270e+000	-8.635697e-001	1.093478e-002
2.978589249973541e+001	1.094523e-002	-3.415304e+000	-8.381942e-001	1.094160e-002
2.994822620645643e+001	1.095768e-002	-3.413322e+000	-8.119049e-001	1.094841e-002
3.011055991317745e+001	1.096965e-002	-3.411323e+000	-7.847020e-001	1.095519e-002
3.027289361989848e+001	1.098114e-002	-3.409309e+000	-7.565853e-001	1.096196e-002
3.043522732661950e+001	1.099214e-002	-3.407278e+000	-7.275549e-001	1.096872e-002
3.059756103334052e+001	1.100266e-002	-3.405231e+000	-6.976107e-001	1.097545e-002
3.086322299459117e+001	1.101468e-002	-3.401841e+000	-6.518378e-001	1.098644e-002
3.112888495584181e+001	1.102452e-002	-3.398403e+000	-6.119964e-001	1.099739e-002
3.139454691709245e+001	1.103218e-002	-3.394917e+000	-5.780865e-001	1.100828e-002
3.166020887834309e+001	1.103766e-002	-3.391382e+000	-5.501080e-001	1.101913e-002
3.192587083959374e+001	1.104095e-002	-3.387798e+000	-5.280610e-001	1.102993e-002
3.219153280084438e+001	1.104206e-002	-3.384167e+000	-5.119454e-001	1.104069e-002
3.245719476209502e+001	1.104099e-002	-3.380487e+000	-5.017614e-001	1.105139e-002
3.260168523808618e+001	1.104154e-002	-3.378468e+000	-4.980844e-001	1.105720e-002
3.274617571407735e+001	1.104290e-002	-3.376435e+000	-4.939888e-001	1.106299e-002
3.289066619006851e+001	1.104506e-002	-3.374388e+000	-4.894747e-001	1.106876e-002
3.303515666605968e+001	1.104803e-002	-3.372326e+000	-4.845420e-001	1.107452e-002
3.317964714205084e+001	1.105181e-002	-3.370251e+000	-4.791908e-001	1.108027e-002
3.332413761804200e+001	1.105639e-002	-3.368162e+000	-4.734210e-001	1.108600e-002
3.346862809403316e+001	1.106178e-002	-3.366059e+000	-4.672327e-001	1.109172e-002
3.375024069671760e+001	1.107548e-002	-3.361918e+000	-4.483321e-001	1.110282e-002
3.410087550801261e+001	1.109720e-002	-3.356704e+000	-4.164835e-001	1.111656e-002
3.436723292787237e+001	1.111628e-002	-3.352687e+000	-3.837573e-001	1.112694e-002
3.462872546581713e+001	1.113615e-002	-3.348700e+000	-3.457288e-001	1.113709e-002
3.483361395002493e+001	1.115180e-002	-3.345542e+000	-3.122598e-001	1.114500e-002
3.495805694763063e+001	1.116136e-002	-3.343612e+000	-2.902994e-001	1.114979e-002
3.508249994523634e+001	1.117038e-002	-3.341672e+000	-2.683590e-001	1.115458e-002
3.520694294284203e+001	1.117887e-002	-3.339722e+000	-2.464385e-001	1.115934e-002
3.533138594044774e+001	1.118682e-002	-3.337761e+000	-2.245379e-001	1.116410e-002
3.545582893805344e+001	1.119424e-002	-3.335790e+000	-2.026574e-001	1.116885e-002
3.558027193565914e+001	1.120112e-002	-3.333809e+000	-1.807967e-001	1.117358e-002
3.570471493326484e+001	1.120747e-002	-3.331817e+000	-1.589560e-001	1.117831e-002
3.586530029955758e+001	1.121437e-002	-3.329230e+000	-1.325458e-001	1.118439e-002
3.595575841901359e+001	1.121770e-002	-3.327765e+000	-1.184583e-001	1.118780e-002
3.607060316282431e+001	1.122136e-002	-3.325894e+000	-1.016147e-001	1.119213e-002
3.625667926730465e+001	1.122595e-002	-3.322844e+000	-7.667530e-002	1.119913e-002
3.645971994435820e+001	1.122925e-002	-3.319494e+000	-5.225467e-002	1.120673e-002
3.656035377962478e+001	1.123029e-002	-3.317824e+000	-4.149874e-002	1.121048e-002
3.663543401525952e+001	1.123086e-002	-3.316572e+000	-3.431966e-002	1.121328e-002
3.672434286638497e+001	1.123132e-002	-3.315083e+000	-2.658397e-002	1.121659e-002
3.682095287613795e+001	1.123159e-002	-3.313459e+000	-1.900927e-002	1.122017e-002
3.693204370437972e+001	1.123170e-002	-3.311584e+000	-1.124182e-002	1.122429e-002
3.701672952547520e+001	1.123167e-002	-3.310149e+000	-6.005916e-003	1.122742e-002
3.711133787940480e+001	1.123157e-002	-3.308539e+000	-8.467548e-004	1.123091e-002
3.719651144969927e+001	1.123147e-002	-3.307085e+000	3.236407e-003	1.123405e-002
3.731331542627365e+001	1.123138e-002	-3.305080e+000	8.013459e-003	1.123834e-002
3.750250375009402e+001	1.123157e-002	-3.301812e+000	1.449826e-002	1.124527e-002
3.773770363125930e+001	1.123291e-002	-3.297724e+000	2.150011e-002	1.125385e-002
3.790613353878870e+001	1.123494e-002	-3.294773e+000	2.625351e-002	1.125997e-002
3.798348372923093e+001	1.123625e-002	-3.293411e+000	2.856600e-002	1.126277e-002
3.805888346053413e+001	1.123776e-002	-3.292078e+000	3.101917e-002	1.126550e-002
3.817783787186581e+001	1.124065e-002	-3.289968e+000	3.529087e-002	1.126979e-002
3.825402380270334e+001	1.124284e-002	-3.288613e+000	3.836994e-002	1.127254e-002
3.834855396097080e+001	1.124595e-002	-3.286925e+000	4.269935e-002	1.127594e-002
3.843398362091798e+001	1.124911e-002	-3.285394e+000	4.715087e-002	1.127900e-002
3.855069270159115e+001	1.125400e-002	-3.283293e+000	5.432142e-002	1.128318e-002
3.873973037890219e+001	1.126323e-002	-3.279874e+000	6.823548e-002	1.128993e-002
3.892040562928111e+001	1.127347e-002	-3.276588e+000	8.393608e-002	1.129635e-002
3.901844038674580e+001	1.127953e-002	-3.274796e+000	9.371268e-002	1.129982e-002
3.909221228147530e+001	1.128429e-002	-3.273443e+000	1.018582e-001	1.130243e-002
3.918326968549417e+001	1.129038e-002	-3.271767e+000	1.126840e-001	1.130565e-002
3.927474037530984e+001	1.129670e-002	-3.270079e+000	1.243456e-001	1.130887e-002
3.938774000201021e+001	1.130471e-002	-3.267985e+000	1.397416e-001	1.131284e-002
3.957522279631769e+001	1.131831e-002	-3.264493e+000	1.675507e-001	1.131941e-002
3.978169026922487e+001	1.133332e-002	-3.260619e+000	2.012189e-001	1.132661e-002
4.015005626856202e+001	1.135853e-002	-3.253640e+000	2.656808e-001	1.133937e-002
4.027374325316344e+001	1.136628e-002	-3.251277e+000	2.884608e-001	1.134363e-002
4.039743023776487e+001	1.137333e-002	-3.248902e+000	3.105879e-001	1.134787e-002
4.052111722236629e+001	1.137968e-002	-3.246517e+000	3.320619e-001	1.135211e-002
4.064480420696771e+001	1.138535e-002	-3.244120e+000	3.528830e-001	1.135633e-002
4.076849119156913e+001	1.139032e-002	-3.241713e+000	3.730510e-001	1.136054e-002
4.089217817617056e+001	1.139461e-002	-3.239294e+000	3.925661e-001	1.136474e-002
4.101586516077198e+001	1.139820e-002	-3.236865e+000	4.114282e-001	1.136893e-002
4.119873577292358e+001	1.140206e-002	-3.233252e+000	4.360886e-001	1.137509e-002
4.137993983385947e+001	1.140444e-002	-3.229653e+000	4.581708e-001	1.138117e-002
4.155105938858780e+001	1.140553e-002	-3.226232e+000	4.760444e-001	1.138689e-002
4.172941121298415e+001	1.140571e-002	-3.222641e+000	4.913641e-001	1.139283e-002
4.194884178219487e+001	1.140503e-002	-3.218193e+000	5.063589e-001	1.140009e-002
4.213853750647046e+001	1.140409e-002	-3.214320e+000	5.162166e-001	1.140634e-002
4.225003759091803e+001	1.140355e-002	-3.212030e+000	5.208238e-001	1.141000e-002
4.243079146752083e+001	1.140296e-002	-3.208300e+000	5.270870e-001	1.141591e-002
4.270441094186104e+001	1.140342e-002	-3.202618e+000	5.350618e-001	1.142480e-002
4.280007661919426e+001	1.140407e-002	-3.200617e+000	5.374302e-001	1.142790e-002
4.289574229652747e+001	1.140512e-002	-3.198610e+000	5.401601e-001	1.143099e-002
4.299140797386070e+001	1.140658e-002	-3.196597e+000	5.432517e-001	1.143406e-002
4.308707365119392e+001	1.140843e-002	-3.194578e+000	5.467049e-001	1.143714e-002
4.318273932852714e+001	1.141068e-002	-3.192553e+000	5.505196e-001	1.144020e-002
4.327840500586036e+001	1.141333e-002	-3.190522e+000	5.546960e-001	1.144325e-002
4.337407068319358e+001	1.141638e-002	-3.188484e+000	5.592339e-001	1.144630e-002
4.348426080672476e+001	1.142048e-002	-3.186129e+000	5.657392e-001	1.144980e-002
4.366292709632486e+001	1.142831e-002	-3.182293e+000	5.784058e-001	1.145546e-002
4.383972258693399e+001	1.143739e-002	-3.178481e+000	5.931603e-001	1.146103e-002
4.393313971671240e+001	1.144268e-002	-3.176459e+000	6.021107e-001	1.146396e-002
4.401014764667393e+001	1.144725e-002	-3.174787e+000	6.102762e-001	1.146637e-002
4.408849389645005e+001	1.145209e-002	-3.173081e+000	6.192192e-001	1.146882e-002
4.417761356438265e+001	1.145779e-002	-3.171135e+000	6.301439e-001	1.147159e-002
4.429148549561842e+001	1.146531e-002	-3.168642e+000	6.451498e-001	1.147513e-002
4.441496879402149e+001	1.147368e-002	-3.165930e+000	6.625282e-001	1.147896e-002
4.450301962337157e+001	1.147972e-002	-3.163989e+000	6.756794e-001	1.148168e-002
4.460957217864550e+001	1.148706e-002	-3.161634e+000	6.924144e-001	1.148496e-002
4.471843223106353e+001	1.149450e-002	-3.159219e+000	7.102963e-001	1.148830e-002
4.489497714965608e+001	1.150627e-002	-3.155285e+000	7.404817e-001	1.149370e-002
4.506961869053536e+001	1.151727e-002	-3.151377e+000	7.711523e-001	1.149902e-002
4.523970061114017e+001	1.152709e-002	-3.147551e+000	8.015016e-001	1.150417e-002
4.540333067726201e+001	1.153552e-002	-3.143848e+000	8.304859e-001	1.150910e-002
4.551741992301837e+001	1.154072e-002	-3.141256e+000	8.502390e-001	1.151252e-002
4.564799017625108e+001	1.154593e-002	-3.138279e+000	8.722729e-001	1.151643e-002
4.573493724310038e+001	1.154894e-002	-3.136290e+000	8.864323e-001	1.151902e-002
4.584506655815989e+001	1.155222e-002	-3.133762e+000	9.036063e-001	1.152229e-002
4.595259182744139e+001	1.155486e-002	-3.131284e+000	9.194064e-001	1.152548e-002
4.612700613313608e+001	1.155795e-002	-3.127249e+000	9.429820e-001	1.153062e-002
4.629951845591726e+001	1.155968e-002	-3.123240e+000	9.641807e-001	1.153569e-002
4.639061187567617e+001	1.156010e-002	-3.121114e+000	9.742641e-001	1.153835e-002
4.646925988892310e+001	1.156023e-002	-3.119274e+000	9.821763e-001	1.154064e-002
4.654446213546490e+001	1.156016e-002	-3.117509e+000	9.891391e-001	1.154283e-002
4.663029821948246e+001	1.155988e-002	-3.115490e+000	9.963604e-001	1.154532e-002
4.674538766237382e+001	1.155924e-002	-3.112774e+000	1.004951e+000	1.154865e-002
4.688099069962786e+001	1.155818e-002	-3.109563e+000	1.013812e+000	1.155255e-002
4.696682699510587e+001	1.155741e-002	-3.107524e+000	1.018635e+000	1.155502e-002
4.708054864257522e+001	1.155634e-002	-3.104814e+000	1.024097e+000	1.155827e-002
4.718673117657274e+001	1.155536e-002	-3.102274e+000	1.028415e+000	1.156130e-002
4.735900046335065e+001	1.155402e-002	-3.098137e+000	1.034226e+000	1.156619e-002
4.761935685630557e+001	1.155312e-002	-3.091852e+000	1.041505e+000	1.157354e-002
4.771709651341710e+001	1.155324e-002	-3.089479e+000	1.043742e+000	1.157628e-002
4.781483617052864e+001	1.155377e-002	-3.087100e+000	1.046319e+000	1.157901e-002
4.791257582764017e+001	1.155471e-002	-3.084714e+000	1.049235e+000	1.158173e-002
4.801031548475169e+001	1.155606e-002	-3.082322e+000	1.052490e+000	1.158444e-002
4.810805514186323e+001	1.155782e-002	-3.079924e+000	1.056084e+000	1.158715e-002
4.820579479897476e+001	1.155999e-002	-3.077519e+000	1.060018e+000	1.158985e-002
4.830353445608629e+001	1.156257e-002	-3.075109e+000	1.064291e+000	1.159254e-002
4.840053385879037e+001	1.156562e-002	-3.072709e+000	1.069581e+000	1.159519e-002
4.855808963475604e+001	1.157151e-002	-3.068797e+000	1.079968e+000	1.159950e-002
4.875826145082928e+001	1.158056e-002	-3.063809e+000	1.095559e+000	1.160493e-002
